protraits_taxID;protraits_genus;protraits_species;protraits_strain;protraits_speciesStrain;protraits_misclassified;protraits_gram;protraits_substrate;protraits_source
113107;Streptococcus;Streptococcus australis;;Streptococcus australis;no;positive;fructose|n-acetylglucosamine|dextrin|glucose|mannose;host|human|oral
1329;Streptococcus;Streptococcus canis;;Streptococcus canis;no;positive;dextrin|glucose|mannose;host
76860;Streptococcus;Streptococcus constellatus;;Streptococcus constellatus;no;positive;fructose|lactose|n-acetylglucosamine|dextrin|glucose|mannose;host|fecal
1333;Streptococcus;Streptococcus criceti;;Streptococcus criceti;no;positive;dextrin|glucose|mannose;host
45634;Streptococcus;Streptococcus cristatus;;Streptococcus cristatus;no;positive;fructose|lactose|n-acetylglucosamine|dextrin|glucose|mannose|methylΒ-d-xylopyranoside;host|human|oral
1317;Streptococcus;Streptococcus downei;;Streptococcus downei;no;positive;n-acetylglucosamine|dextrin|glucose;host
1334;Streptococcus;Streptococcus dysgalactiae;;Streptococcus dysgalactiae;no;positive;fructose|glycerol|lactose|n-acetylglucosamine|dextrin|glucose|mannose;host
1336;Streptococcus;Streptococcus equi;;Streptococcus equi;no;positive;fructose|dextrin|glucose|mannose;host
315405;Streptococcus;Streptococcus gallolyticus;;Streptococcus gallolyticus;no;positive;arbutin|fructose|dextrin|glucose|mannose;host
1302;Streptococcus;Streptococcus gordonii;;Streptococcus gordonii;no;positive;esteraseC4|fructose|lactose|n-acetylglucosamine|dextrin|acetate|glucose|mannose|methylΒ-d-xylopyranoside;host|human|oral
380397;Streptococcus;Streptococcus ictaluri;;Streptococcus ictaluri;no;positive;dextrin|glucose;host
102684;Streptococcus;Streptococcus infantarius;;Streptococcus infantarius;no;positive;fructose|lactose|n-acetylglucosamine|dextrin|gentiobiose|glucose|mannose;host
68892;Streptococcus;Streptococcus infantis;;Streptococcus infantis;no;positive;fructose|lactose|n-acetylglucosamine|dextrin|glucose|mannose|methylΒ-d-xylopyranoside;host|human|oral
1346;Streptococcus;Streptococcus iniae;;Streptococcus iniae;no;positive;dextrin|glucose;host
1338;Streptococcus;Streptococcus intermedius;;Streptococcus intermedius;no;positive;fructose|lactose|n-acetylglucosamine|sucrose|dextrin|glucose|mannose;host|oral|digestiveSystem
150055;Streptococcus;Streptococcus lutetiensis;;Streptococcus lutetiensis;no;positive;fructose|lactose|n-acetylglucosamine|dextrin|glucose|mannose;host|fecal
1339;Streptococcus;Streptococcus macacae;;Streptococcus macacae;no;positive;fructose|dextrin|glucose|mannose;host
59310;Streptococcus;Streptococcus macedonicus;;Streptococcus macedonicus;no;positive;arbutin|fructose|lactose|n-acetylglucosamine|dextrin|glucose|mannose;host
28037;Streptococcus;Streptococcus mitis;;Streptococcus mitis;no;positive;fructose|lactose|n-acetylglucosamine|sucrose|dextrin|acetate|glucose|mannose|methylΒ-d-xylopyranoside;host|human|respiratorySystem
1309;Streptococcus;Streptococcus mutans;;Streptococcus mutans;no;positive;fructose|lactose|dextrin|glucose|mannose;host
195041;Streptococcus;Streptococcus oligofermentans;;Streptococcus oligofermentans;no;positive;fructose|lactose|n-acetylglucosamine|dextrin|glucose|mannose|methylΒ-d-xylopyranoside;host|human|oral|digestiveSystem
1303;Streptococcus;Streptococcus oralis;;Streptococcus oralis;no;positive;fructose|glycerol|lactose|n-acetylglucosamine|dextrin|acetate|n-acetyl-b-d-mannosamine|glucose|mannose|methylΒ-d-xylopyranoside;host|human|oral
1318;Streptococcus;Streptococcus parasanguinis;;Streptococcus parasanguinis;no;positive;fructose|lactose|n-acetylglucosamine|dextrin|glucose|mannose|methylΒ-d-xylopyranoside;host|human|oral
1348;Streptococcus;Streptococcus parauberis;;Streptococcus parauberis;no;positive;fructose|lactose|dextrin|glucose|mannose;host
197614;Streptococcus;Streptococcus pasteurianus;;Streptococcus pasteurianus;no;positive;fructose|lactose|n-acetylglucosamine|dextrin|gentiobiose|glucose|mannose;host|fecal
1313;Streptococcus;Streptococcus pneumoniae;;Streptococcus pneumoniae;no;positive;fructose|lactose|dextrin|acetate|glucose|mannose|methylΒ-d-xylopyranoside;host|human|respiratorySystem|sputum
1340;Streptococcus;Streptococcus porcinus;;Streptococcus porcinus;no;positive;fructose|n-acetylglucosamine|dextrin|glucose;host
257758;Streptococcus;Streptococcus pseudopneumoniae;;Streptococcus pseudopneumoniae;no;positive;fructose|glycerol|lactose|n-acetylglucosamine|sucrose|dextrin|acetate|n-acetyl-b-d-mannosamine|glucose|mannose|methylΒ-d-xylopyranoside;host|human|respiratorySystem|sputum
361101;Streptococcus;Streptococcus pseudoporcinus;;Streptococcus pseudoporcinus;no;positive;dextrin;host
1314;Streptococcus;Streptococcus pyogenes;;Streptococcus pyogenes;no;positive;fructose|glycerol|dextrin|glucose|mannose;host
1304;Streptococcus;Streptococcus salivarius;;Streptococcus salivarius;no;positive;fructose|lactose|n-acetylglucosamine|dextrin|glucose|mannose;host|oral
1305;Streptococcus;Streptococcus sanguinis;;Streptococcus sanguinis;no;positive;esteraseC4|fructose|lactose|n-acetylglucosamine|dextrin|glucose|mannose;host|human|oral
1310;Streptococcus;Streptococcus sobrinus;;Streptococcus sobrinus;no;positive;;host
469609;Streptococcus;Streptococcus sp. ;2_1_36FAA;Streptococcus sp. 2_1_36FAA;no;positive;fructose|lactose|n-acetylglucosamine|dextrin|glucose|mannose;host|oral
435842;Streptococcus;Streptococcus sp. ;C150;Streptococcus sp. C150;no;positive;fructose|lactose|dextrin|glucose|mannose;host
999424;Streptococcus;Streptococcus sp. ;F0441;Streptococcus sp. F0441;no;positive;fructose|lactose|n-acetylglucosamine|dextrin|acetate|n-acetyl-b-d-mannosamine|glucose|mannose|methylΒ-d-xylopyranoside|galactose;host|oral
999425;Streptococcus;Streptococcus sp. ;F0442;Streptococcus sp. F0442;no;positive;fructose|lactose|n-acetylglucosamine|dextrin|glucose|mannose;host|human|oral
1203590;Streptococcus;Streptococcus sp. ;HPH0090;Streptococcus sp. HPH0090;no;positive;fructose|lactose|n-acetylglucosamine|dextrin|glucose|mannose|methylΒ-d-xylopyranoside;host|human|oral
563037;Streptococcus;Streptococcus sp. ;M143;Streptococcus sp. M143;no;positive;fructose|lactose|n-acetylglucosamine|dextrin|n-acetyl-b-d-mannosamine|glucose|mannose|methylΒ-d-xylopyranoside;host|oral
563038;Streptococcus;Streptococcus sp. ;M334;Streptococcus sp. M334;no;positive;fructose|lactose|n-acetylglucosamine|dextrin|acetate|glucose|mannose|methylΒ-d-xylopyranoside;host|human
712620;Streptococcus;Streptococcus sp. ;oral taxon 056;Streptococcus sp. oral taxon 056;no;positive;fructose|lactose|n-acetylglucosamine|dextrin|glucose|mannose;host
712630;Streptococcus;Streptococcus sp. ;oral taxon 071;Streptococcus sp. oral taxon 071;no;positive;fructose|lactose|n-acetylglucosamine|dextrin|acetate|n-acetyl-b-d-mannosamine|glucose|mannose|methylΒ-d-xylopyranoside|galactose;host|human|oral
1307;Streptococcus;Streptococcus suis;;Streptococcus suis;no;positive;fructose|lactose|n-acetylglucosamine|dextrin|glucose|mannose;host|human
1308;Streptococcus;Streptococcus thermophilus;;Streptococcus thermophilus;no;positive;fructose|lactose|n-acetylglucosamine|dextrin|glucose|mannose;host
1077464;Streptococcus;Streptococcus tigurinus;;Streptococcus tigurinus;no;positive;fructose|lactose|n-acetylglucosamine|dextrin|glucose|mannose|methylΒ-d-xylopyranoside;host|human|oral
1071886;Streptococcus;Streptococcus troglodytidis;;Streptococcus troglodytidis;no;;lactose;host
1349;Streptococcus;Streptococcus uberis;;Streptococcus uberis;no;positive;fructose|dextrin|glucose|mannose;host
149016;Streptococcus;Streptococcus urinalis;;Streptococcus urinalis;no;positive;arbutin|fructose|dextrin|glucose;host
1343;Streptococcus;Streptococcus vestibularis;;Streptococcus vestibularis;no;positive;fructose|lactose|dextrin|glucose|mannose;
42234;Streptomyces;Streptomyces acidiscabies;;Streptomyces acidiscabies;no;positive;l-arabinose;freeLiving
68570;Streptomyces;Streptomyces albulus;;Streptomyces albulus;no;positive;l-arabinose;freeLiving
1888;Streptomyces;Streptomyces albus;;Streptomyces albus;no;positive;β-glucosidase|l-arabinose;freeLiving
47760;Streptomyces;Streptomyces aurantiacus;;Streptomyces aurantiacus;no;positive;;
114687;Streptomyces;Streptomyces auratus;;Streptomyces auratus;no;positive;l-arabinose;freeLiving
33903;Streptomyces;Streptomyces avermitilis;;Streptomyces avermitilis;no;positive;mannitol|l-arabinose|myo-inositol;soil|freeLiving
379067;Streptomyces;Streptomyces bingchenggensis;;Streptomyces bingchenggensis;no;positive;l-arabinose;freeLiving
29303;Streptomyces;Streptomyces cattleya;;Streptomyces cattleya;no;positive;l-arabinose;freeLiving
1901;Streptomyces;Streptomyces clavuligerus;;Streptomyces clavuligerus;no;positive;myo-inositol;
1902;Streptomyces;Streptomyces coelicolor;;Streptomyces coelicolor;no;positive;mannitol|l-arabinose|myo-inositol;soil|freeLiving
42684;Streptomyces;Streptomyces collinus;;Streptomyces collinus;no;positive;l-arabinose|myo-inositol;freeLiving
348043;Streptomyces;Streptomyces davawensis;;Streptomyces davawensis;no;positive;l-arabinose|myo-inositol;freeLiving
67294;Streptomyces;Streptomyces filamentosus;;Streptomyces filamentosus;no;positive;l-arabinose|myo-inositol;freeLiving
68202;Streptomyces;Streptomyces fulvissimus;;Streptomyces fulvissimus;no;positive;l-arabinose;freeLiving
68213;Streptomyces;Streptomyces griseoaurantiacus;;Streptomyces griseoaurantiacus;no;positive;l-arabinose|myo-inositol;freeLiving
1911;Streptomyces;Streptomyces griseus;;Streptomyces griseus;no;positive;mannitol|l-arabinose|myo-inositol;soil|freeLiving
1912;Streptomyces;Streptomyces hygroscopicus;;Streptomyces hygroscopicus;no;positive;mannitol|l-arabinose|myo-inositol;soil|freeLiving
1916;Streptomyces;Streptomyces lividans;;Streptomyces lividans;no;positive;l-arabinose|myo-inositol;freeLiving
42238;Streptomyces;Streptomyces neyagawaensis;;Streptomyces neyagawaensis;no;;;freeLiving
1169025;Streptomyces;Streptomyces pratensis;;Streptomyces pratensis;no;positive;l-arabinose|myo-inositol;soil|freeLiving
1951;Streptomyces;Streptomyces purpureus;;Streptomyces purpureus;no;positive;l-arabinose;freeLiving
1226757;Streptomyces;Streptomyces rapamycinicus;;Streptomyces rapamycinicus;no;;;
1930;Streptomyces;Streptomyces scabiei;;Streptomyces scabiei;no;positive;;soil|freeLiving
1172179;Streptomyces;Streptomyces sp. ;142MFCol3.1;Streptomyces sp. 142MFCol3.1;no;positive;l-arabinose|myo-inositol;freeLiving
1288079;Streptomyces;Streptomyces sp. ;CNT318;Streptomyces sp. CNT318;no;positive;;sediment
1078086;Streptomyces;Streptomyces sp. ;HGB0020;Streptomyces sp. HGB0020;no;positive;l-arabinose|myo-inositol;freeLiving
1203592;Streptomyces;Streptomyces sp. ;HPH0547;Streptomyces sp. HPH0547;no;positive;;freeLiving
1265601;Streptomyces;Streptomyces sp. ;PAMC26508;Streptomyces sp. PAMC26508;no;positive;l-arabinose|myo-inositol;freeLiving
683219;Streptomyces;Streptomyces sp. ;SA3_actG;Streptomyces sp. SA3_actG;no;positive;;
862751;Streptomyces;Streptomyces sp. ;SirexAA-E;Streptomyces sp. SirexAA-E;no;positive;l-arabinose|myo-inositol;freeLiving
355249;Streptomyces;Streptomyces sp. ;Tu6071;Streptomyces sp. Tu6071;no;positive;l-arabinose;
1055352;Streptomyces;Streptomyces sp. ;W007;Streptomyces sp. W007;no;positive;l-arabinose|myo-inositol;freeLiving
1210045;Streptomyces;Streptomyces sp. ;AA0539;Streptomyces sp. AA0539;no;positive;;
1203257;Streptomyces;Streptomyces sp. ;AA1529;Streptomyces sp. AA1529;no;positive;;
285540;Streptomyces;Streptomyces thermolilacinus;;Streptomyces thermolilacinus;no;positive;l-arabinose;freeLiving
85558;Streptomyces;Streptomyces turgidiscabies;;Streptomyces turgidiscabies;no;positive;;freeLiving
54571;Streptomyces;Streptomyces venezuelae;;Streptomyces venezuelae;no;positive;l-arabinose|myo-inositol;soil|freeLiving
68280;Streptomyces;Streptomyces violaceusniger;;Streptomyces violaceusniger;no;positive;l-arabinose;soil|freeLiving
1073330;Streptomyces;Streptomyces zinciresistens;;Streptomyces zinciresistens;no;positive;l-arabinose|myo-inositol;freeLiving
2001;Streptosporangium;Streptosporangium roseum;;Streptosporangium roseum;no;positive;l-arabinose;freeLiving
665956;Subdoligranulum;Subdoligranulum sp. ;4_3_54A2FAA;Subdoligranulum sp. 4_3_54A2FAA;no;;;fecal
78120;Succinispira;Succinispira mobilis;;Succinispira mobilis;no;;;
52598;Sulfitobacter;Sulfitobacter sp. ;EE-36;Sulfitobacter sp. EE-36;no;negative;alkalinePhosphatase|catalase;
314267;Sulfitobacter;Sulfitobacter sp. ;NAS-14.1;Sulfitobacter sp. NAS-14.1;no;negative;alkalinePhosphatase|catalase;
53633;Sulfobacillus;Sulfobacillus acidophilus;;Sulfobacillus acidophilus;no;;;freeLiving
2285;Sulfolobus;Sulfolobus acidocaldarius;;Sulfolobus acidocaldarius;no;;;freeLiving|single
43080;Sulfolobus;Sulfolobus islandicus;;Sulfolobus islandicus;no;;;freeLiving
2287;Sulfolobus;Sulfolobus solfataricus;;Sulfolobus solfataricus;no;;;freeLiving
111955;Sulfolobus;Sulfolobus tokodaii;;Sulfolobus tokodaii;no;;;aquatic|freeLiving|single
649841;Sulfuricella;Sulfuricella denitrificans;;Sulfuricella denitrificans;no;negative;esteraseLipaseC8|α-ketoglutaricAcid;freeLiving
148813;Sulfuricurvum;Sulfuricurvum kujiense;;Sulfuricurvum kujiense;no;negative;;freeLiving
309806;Sulfurihydrogenibium;Sulfurihydrogenibium azorense;;Sulfurihydrogenibium azorense;no;negative;;freeLiving
436114;Sulfurihydrogenibium;Sulfurihydrogenibium sp. ;YO3AOP1;Sulfurihydrogenibium sp. YO3AOP1;no;negative;;freeLiving
202747;Sulfurimonas;Sulfurimonas autotrophica;;Sulfurimonas autotrophica;no;negative;;environment|freeLiving
39766;Sulfurimonas;Sulfurimonas denitrificans;;Sulfurimonas denitrificans;no;negative;alkalinePhosphatase|esteraseC4|fructose;freeLiving
1176482;Sulfurimonas;Sulfurimonas gotlandica;;Sulfurimonas gotlandica;no;;;
1172190;Sulfurimonas;Sulfurimonas sp. ;AST-10;Sulfurimonas sp. AST-10;no;negative;;
44674;Sulfurospirillum;Sulfurospirillum barnesii;;Sulfurospirillum barnesii;no;negative;;freeLiving
65553;Sulfurospirillum;Sulfurospirillum deleyianum;;Sulfurospirillum deleyianum;no;negative;;freeLiving
387093;Sulfurovum;Sulfurovum sp. ;NBC37-1;Sulfurovum sp. NBC37-1;no;negative;;
655355;Sunxiuqinia;Sunxiuqinia elliptica;;Sunxiuqinia elliptica;no;;;
40545;Sutterella;Sutterella wadsworthensis;;Sutterella wadsworthensis;no;negative;;
2734;Symbiobacterium;Symbiobacterium thermophilum;;Symbiobacterium thermophilum;no;;;freeLiving
32046;Synechococcus;Synechococcus elongatus;;Synechococcus elongatus;no;negative;;freeLiving
313625;Synechococcus;Synechococcus sp. ;BL107;Synechococcus sp. BL107;no;negative;;marine|aquatic|freeLiving
64471;Synechococcus;Synechococcus sp. ;CC9311;Synechococcus sp. CC9311;no;negative;;aquatic|freeLiving
110662;Synechococcus;Synechococcus sp. ;CC9605;Synechococcus sp. CC9605;no;negative;;aquatic|marine|aquatic|freeLiving
316279;Synechococcus;Synechococcus sp. ;CC9902;Synechococcus sp. CC9902;no;negative;;aquatic|marine|aquatic|freeLiving
321332;Synechococcus;Synechococcus sp. ;JA-2-3B'a(2-13);Synechococcus sp. JA-2-3B'a(2-13);no;negative;;freeLiving
321327;Synechococcus;Synechococcus sp. ;JA-3-3Ab;Synechococcus sp. JA-3-3Ab;no;negative;;aquatic|freeLiving
195253;Synechococcus;Synechococcus sp. ;PCC 6312;Synechococcus sp. PCC 6312;no;negative;;freeLiving
32049;Synechococcus;Synechococcus sp. ;PCC 7002;Synechococcus sp. PCC 7002;no;negative;;freeLiving
91464;Synechococcus;Synechococcus sp. ;PCC 7335;Synechococcus sp. PCC 7335;no;negative;;
1173263;Synechococcus;Synechococcus sp. ;PCC 7502;Synechococcus sp. PCC 7502;no;negative;;
316278;Synechococcus;Synechococcus sp. ;RCC307;Synechococcus sp. RCC307;no;negative;;aquatic|freeLiving|single
221359;Synechococcus;Synechococcus sp. ;RS9916;Synechococcus sp. RS9916;no;negative;;aquatic|freeLiving
221360;Synechococcus;Synechococcus sp. ;RS9917;Synechococcus sp. RS9917;no;negative;;aquatic|freeLiving
32051;Synechococcus;Synechococcus sp. ;WH 7803;Synechococcus sp. WH 7803;no;negative;;aquatic|freeLiving
59931;Synechococcus;Synechococcus sp. ;WH 7805;Synechococcus sp. WH 7805;no;negative;;marine|aquatic|freeLiving
166318;Synechococcus;Synechococcus sp. ;WH 8016;Synechococcus sp. WH 8016;no;negative;;aquatic|freeLiving
84588;Synechococcus;Synechococcus sp. ;WH 8102;Synechococcus sp. WH 8102;no;negative;;aquatic|freeLiving
166314;Synechococcus;Synechococcus sp. ;WH 8109;Synechococcus sp. WH 8109;no;negative;;aquatic|freeLiving
1147;Synechocystis;Synechocystis sp. ;PCC 6714;Synechocystis sp. PCC 6714;no;;;freeLiving
1148;Synechocystis;Synechocystis sp. ;PCC 6803;Synechocystis sp. PCC 6803;no;negative;;freeLiving
2754;Synergistes;Synergistes jonesii;;Synergistes jonesii;no;;;
457415;Synergistes;Synergistes sp. ;3_1_syn1;Synergistes sp. 3_1_syn1;no;;;
119484;Syntrophobacter;Syntrophobacter fumaroxidans;;Syntrophobacter fumaroxidans;no;negative;;freeLiving
51197;Syntrophobotulus;Syntrophobotulus glycolicus;;Syntrophobotulus glycolicus;no;;;freeLiving
863;Syntrophomonas;Syntrophomonas wolfei;;Syntrophomonas wolfei;no;;;freeLiving
86170;Syntrophothermus;Syntrophothermus lipocalidus;;Syntrophothermus lipocalidus;no;;;freeLiving
316277;Syntrophus;Syntrophus aciditrophicus;;Syntrophus aciditrophicus;no;negative;;wastewater|freeLiving
28112;Tannerella;Tannerella forsythia;;Tannerella forsythia;no;negative;;host|digestiveSystem
665949;Tannerella;Tannerella sp. ;6_1_58FAA_CT1;Tannerella sp. 6_1_58FAA_CT1;no;negative;;host|digestiveSystem|fecal
84590;Taylorella;Taylorella asinigenitalis;;Taylorella asinigenitalis;no;negative;;
29575;Taylorella;Taylorella equigenitalis;;Taylorella equigenitalis;no;negative;esteraseLipaseC8|esteraseC4;host
362781;Tenacibaculum;Tenacibaculum aestuarii;;Tenacibaculum aestuarii;no;;;
426481;Tenacibaculum;Tenacibaculum aiptasiae;;Tenacibaculum aiptasiae;no;;esteraseC4;sediment
104269;Tenacibaculum;Tenacibaculum amylolyticum;;Tenacibaculum amylolyticum;no;;;freeLiving|sediment
104270;Tenacibaculum;Tenacibaculum ovolyticum;;Tenacibaculum ovolyticum;no;negative;dextrin;
499229;Tepidanaerobacter;Tepidanaerobacter acetatoxydans;;Tepidanaerobacter acetatoxydans;no;;;freeLiving
203471;Tepidiphilus;Tepidiphilus margaritifer;;Tepidiphilus margaritifer;no;negative;;
2426;Teredinibacter;Teredinibacter turnerae;;Teredinibacter turnerae;no;negative;;
1172188;Terracoccus;Terracoccus sp. ;273MFTsu3.1;Terracoccus sp. 273MFTsu3.1;no;positive;;
392734;Terriglobus;Terriglobus roseus;;Terriglobus roseus;no;negative;alkalinePhosphatase|d-xylose|melibiose|β-glucosidase|turanose;
870903;Terriglobus;Terriglobus saanensis;;Terriglobus saanensis;no;negative;melibiose|turanose;freeLiving
249;Terrimonas;Terrimonas ferruginea;;Terrimonas ferruginea;no;negative;;
36841;Terrisporobacter;Terrisporobacter glycolicus;;Terrisporobacter glycolicus;no;;fructose;
554083;Tersicoccus;Tersicoccus phoenicis;;Tersicoccus phoenicis;no;;;
51669;Tetragenococcus;Tetragenococcus halophilus;;Tetragenococcus halophilus;no;positive;esteraseLipaseC8|fructose|dextrin;
71453;Tetragenococcus;Tetragenococcus solitarius;;Tetragenococcus solitarius;no;;lactose;host|fecal
101689;Tetrasphaera;Tetrasphaera elongata;;Tetrasphaera elongata;no;positive;;
491388;Thalassobacter;Thalassobacter arenae;;Thalassobacter arenae;no;negative;alkalinePhosphatase;
455360;Thalassobaculum;Thalassobaculum salexigens;;Thalassobaculum salexigens;no;negative;;
633131;Thalassobium;Thalassobium sp. ;R2A62;Thalassobium sp. R2A62;no;negative;;
187493;Thalassolituus;Thalassolituus oleivorans;;Thalassolituus oleivorans;no;negative;esteraseLipaseC8;freeLiving
305700;Thauera;Thauera sp. ;27;Thauera sp. 27;no;negative;α-ketoglutaricAcid;
303682;Thauera;Thauera sp. ;28;Thauera sp. 28;no;negative;α-ketoglutaricAcid;
497321;Thauera;Thauera sp. ;63;Thauera sp. 63;no;negative;alanine;
85643;Thauera;Thauera sp. ;MZ1T;Thauera sp. MZ1T;no;negative;α-ketoglutaricAcid;freeLiving
