patric_taxID;patric_genus;patric_species;patric_strain;patric_speciesStrain;patric_gram;patric_oxygen
1402807;Staphylococcus;Staphylococcus aureus;M1329;Staphylococcus aureus M1329;positive;anaerobic
1402808;Staphylococcus;Staphylococcus aureus;M1330;Staphylococcus aureus M1330;positive;anaerobic
1402809;Staphylococcus;Staphylococcus aureus;M1331;Staphylococcus aureus M1331;positive;anaerobic
1410714;Staphylococcus;Staphylococcus aureus;M13316;Staphylococcus aureus M13316;positive;anaerobic
1402810;Staphylococcus;Staphylococcus aureus;M1332;Staphylococcus aureus M1332;positive;anaerobic
1402811;Staphylococcus;Staphylococcus aureus;M1333;Staphylococcus aureus M1333;positive;anaerobic
1402812;Staphylococcus;Staphylococcus aureus;M1334;Staphylococcus aureus M1334;positive;anaerobic
1402813;Staphylococcus;Staphylococcus aureus;M1336;Staphylococcus aureus M1336;positive;anaerobic
1402814;Staphylococcus;Staphylococcus aureus;M1337;Staphylococcus aureus M1337;positive;anaerobic
1403836;Staphylococcus;Staphylococcus aureus;M1338;Staphylococcus aureus M1338;positive;anaerobic
1410715;Staphylococcus;Staphylococcus aureus;M13384;Staphylococcus aureus M13384;positive;anaerobic
1403837;Staphylococcus;Staphylococcus aureus;M1339;Staphylococcus aureus M1339;positive;anaerobic
1403838;Staphylococcus;Staphylococcus aureus;M1342;Staphylococcus aureus M1342;positive;anaerobic
1403839;Staphylococcus;Staphylococcus aureus;M1343;Staphylococcus aureus M1343;positive;anaerobic
1403840;Staphylococcus;Staphylococcus aureus;M1344;Staphylococcus aureus M1344;positive;anaerobic
1403841;Staphylococcus;Staphylococcus aureus;M1345;Staphylococcus aureus M1345;positive;anaerobic
1403842;Staphylococcus;Staphylococcus aureus;M1346;Staphylococcus aureus M1346;positive;anaerobic
1403843;Staphylococcus;Staphylococcus aureus;M1347;Staphylococcus aureus M1347;positive;anaerobic
1403844;Staphylococcus;Staphylococcus aureus;M1348;Staphylococcus aureus M1348;positive;anaerobic
1403845;Staphylococcus;Staphylococcus aureus;M1349;Staphylococcus aureus M1349;positive;anaerobic
1403846;Staphylococcus;Staphylococcus aureus;M1350;Staphylococcus aureus M1350;positive;anaerobic
1403847;Staphylococcus;Staphylococcus aureus;M1351;Staphylococcus aureus M1351;positive;anaerobic
1403848;Staphylococcus;Staphylococcus aureus;M1352;Staphylococcus aureus M1352;positive;anaerobic
1403849;Staphylococcus;Staphylococcus aureus;M1353;Staphylococcus aureus M1353;positive;anaerobic
1403850;Staphylococcus;Staphylococcus aureus;M1354;Staphylococcus aureus M1354;positive;anaerobic
1403851;Staphylococcus;Staphylococcus aureus;M1355;Staphylococcus aureus M1355;positive;anaerobic
1403852;Staphylococcus;Staphylococcus aureus;M1356;Staphylococcus aureus M1356;positive;anaerobic
1403853;Staphylococcus;Staphylococcus aureus;M1357;Staphylococcus aureus M1357;positive;anaerobic
1403854;Staphylococcus;Staphylococcus aureus;M1358;Staphylococcus aureus M1358;positive;anaerobic
1158489;Staphylococcus;Staphylococcus aureus;M1359;Staphylococcus aureus M1359;positive;
1403855;Staphylococcus;Staphylococcus aureus;M1360;Staphylococcus aureus M1360;positive;anaerobic
1403856;Staphylococcus;Staphylococcus aureus;M1361;Staphylococcus aureus M1361;positive;anaerobic
1403857;Staphylococcus;Staphylococcus aureus;M1362;Staphylococcus aureus M1362;positive;anaerobic
1403858;Staphylococcus;Staphylococcus aureus;M1363;Staphylococcus aureus M1363;positive;anaerobic
1403859;Staphylococcus;Staphylococcus aureus;M1365;Staphylococcus aureus M1365;positive;anaerobic
1397996;Staphylococcus;Staphylococcus aureus;M1366;Staphylococcus aureus M1366;positive;anaerobic
1158490;Staphylococcus;Staphylococcus aureus;M1367;Staphylococcus aureus M1367;positive;
1397997;Staphylococcus;Staphylococcus aureus;M1368;Staphylococcus aureus M1368;positive;anaerobic
1397998;Staphylococcus;Staphylococcus aureus;M1369;Staphylococcus aureus M1369;positive;anaerobic
1397999;Staphylococcus;Staphylococcus aureus;M1370;Staphylococcus aureus M1370;positive;anaerobic
1398000;Staphylococcus;Staphylococcus aureus;M1371;Staphylococcus aureus M1371;positive;anaerobic
1398001;Staphylococcus;Staphylococcus aureus;M1372;Staphylococcus aureus M1372;positive;anaerobic
1158491;Staphylococcus;Staphylococcus aureus;M1373;Staphylococcus aureus M1373;positive;
1169275;Staphylococcus;Staphylococcus aureus;M1374;Staphylococcus aureus M1374;positive;
1402613;Staphylococcus;Staphylococcus aureus;M1375;Staphylococcus aureus M1375;positive;anaerobic
1402614;Staphylococcus;Staphylococcus aureus;M1376;Staphylococcus aureus M1376;positive;anaerobic
1398002;Staphylococcus;Staphylococcus aureus;M1377;Staphylococcus aureus M1377;positive;anaerobic
1398003;Staphylococcus;Staphylococcus aureus;M1378;Staphylococcus aureus M1378;positive;anaerobic
1398005;Staphylococcus;Staphylococcus aureus;M1380;Staphylococcus aureus M1380;positive;anaerobic
1402615;Staphylococcus;Staphylococcus aureus;M1381;Staphylococcus aureus M1381;positive;anaerobic
1398006;Staphylococcus;Staphylococcus aureus;M1382;Staphylococcus aureus M1382;positive;anaerobic
1398007;Staphylococcus;Staphylococcus aureus;M1383;Staphylococcus aureus M1383;positive;anaerobic
1398008;Staphylococcus;Staphylococcus aureus;M1384;Staphylococcus aureus M1384;positive;anaerobic
1398009;Staphylococcus;Staphylococcus aureus;M1385;Staphylococcus aureus M1385;positive;anaerobic
1398010;Staphylococcus;Staphylococcus aureus;M1386;Staphylococcus aureus M1386;positive;anaerobic
1398011;Staphylococcus;Staphylococcus aureus;M1387;Staphylococcus aureus M1387;positive;anaerobic
1398012;Staphylococcus;Staphylococcus aureus;M1388;Staphylococcus aureus M1388;positive;anaerobic
1402616;Staphylococcus;Staphylococcus aureus;M1389;Staphylococcus aureus M1389;positive;anaerobic
1398013;Staphylococcus;Staphylococcus aureus;M1390;Staphylococcus aureus M1390;positive;anaerobic
1398014;Staphylococcus;Staphylococcus aureus;M1391;Staphylococcus aureus M1391;positive;anaerobic
1398015;Staphylococcus;Staphylococcus aureus;M1392;Staphylococcus aureus M1392;positive;anaerobic
1158492;Staphylococcus;Staphylococcus aureus;M1394;Staphylococcus aureus M1394;positive;
1398016;Staphylococcus;Staphylococcus aureus;M1395;Staphylococcus aureus M1395;positive;anaerobic
1398017;Staphylococcus;Staphylococcus aureus;M1396;Staphylococcus aureus M1396;positive;anaerobic
1398018;Staphylococcus;Staphylococcus aureus;M1397;Staphylococcus aureus M1397;positive;anaerobic
1398019;Staphylococcus;Staphylococcus aureus;M1398;Staphylococcus aureus M1398;positive;anaerobic
1402617;Staphylococcus;Staphylococcus aureus;M1399;Staphylococcus aureus M1399;positive;anaerobic
1398020;Staphylococcus;Staphylococcus aureus;M1400;Staphylococcus aureus M1400;positive;anaerobic
1398021;Staphylococcus;Staphylococcus aureus;M1401;Staphylococcus aureus M1401;positive;anaerobic
1398022;Staphylococcus;Staphylococcus aureus;M1402;Staphylococcus aureus M1402;positive;anaerobic
1398023;Staphylococcus;Staphylococcus aureus;M1403;Staphylococcus aureus M1403;positive;anaerobic
1398024;Staphylococcus;Staphylococcus aureus;M1404;Staphylococcus aureus M1404;positive;anaerobic
1169276;Staphylococcus;Staphylococcus aureus;M1405;Staphylococcus aureus M1405;positive;
1398025;Staphylococcus;Staphylococcus aureus;M1406;Staphylococcus aureus M1406;positive;anaerobic
1303786;Staphylococcus;Staphylococcus aureus;M1407;Staphylococcus aureus M1407;positive;
1398026;Staphylococcus;Staphylococcus aureus;M1408;Staphylococcus aureus M1408;positive;anaerobic
1398027;Staphylococcus;Staphylococcus aureus;M1409;Staphylococcus aureus M1409;positive;anaerobic
1398028;Staphylococcus;Staphylococcus aureus;M1410;Staphylococcus aureus M1410;positive;anaerobic
1398029;Staphylococcus;Staphylococcus aureus;M1411;Staphylococcus aureus M1411;positive;anaerobic
1398030;Staphylococcus;Staphylococcus aureus;M1412;Staphylococcus aureus M1412;positive;anaerobic
1398031;Staphylococcus;Staphylococcus aureus;M1413;Staphylococcus aureus M1413;positive;anaerobic
1398032;Staphylococcus;Staphylococcus aureus;M1414;Staphylococcus aureus M1414;positive;anaerobic
1398033;Staphylococcus;Staphylococcus aureus;M1415;Staphylococcus aureus M1415;positive;anaerobic
1398034;Staphylococcus;Staphylococcus aureus;M1416;Staphylococcus aureus M1416;positive;anaerobic
1398035;Staphylococcus;Staphylococcus aureus;M1417;Staphylococcus aureus M1417;positive;anaerobic
1398037;Staphylococcus;Staphylococcus aureus;M1420;Staphylococcus aureus M1420;positive;anaerobic
1398038;Staphylococcus;Staphylococcus aureus;M1421;Staphylococcus aureus M1421;positive;anaerobic
1398039;Staphylococcus;Staphylococcus aureus;M1422;Staphylococcus aureus M1422;positive;anaerobic
1398040;Staphylococcus;Staphylococcus aureus;M1423;Staphylococcus aureus M1423;positive;anaerobic
1398041;Staphylococcus;Staphylococcus aureus;M1424;Staphylococcus aureus M1424;positive;anaerobic
1398042;Staphylococcus;Staphylococcus aureus;M1425;Staphylococcus aureus M1425;positive;anaerobic
1402618;Staphylococcus;Staphylococcus aureus;M1426;Staphylococcus aureus M1426;positive;anaerobic
1402619;Staphylococcus;Staphylococcus aureus;M1427;Staphylococcus aureus M1427;positive;anaerobic
1398043;Staphylococcus;Staphylococcus aureus;M1428;Staphylococcus aureus M1428;positive;anaerobic
1398044;Staphylococcus;Staphylococcus aureus;M1429;Staphylococcus aureus M1429;positive;anaerobic
1398045;Staphylococcus;Staphylococcus aureus;M1430;Staphylococcus aureus M1430;positive;anaerobic
1398046;Staphylococcus;Staphylococcus aureus;M1431;Staphylococcus aureus M1431;positive;anaerobic
1398047;Staphylococcus;Staphylococcus aureus;M1432;Staphylococcus aureus M1432;positive;anaerobic
1398048;Staphylococcus;Staphylococcus aureus;M1433;Staphylococcus aureus M1433;positive;anaerobic
1398049;Staphylococcus;Staphylococcus aureus;M1434;Staphylococcus aureus M1434;positive;anaerobic
1398050;Staphylococcus;Staphylococcus aureus;M1435;Staphylococcus aureus M1435;positive;anaerobic
1398051;Staphylococcus;Staphylococcus aureus;M1436;Staphylococcus aureus M1436;positive;anaerobic
1398052;Staphylococcus;Staphylococcus aureus;M1437;Staphylococcus aureus M1437;positive;anaerobic
1398053;Staphylococcus;Staphylococcus aureus;M1438;Staphylococcus aureus M1438;positive;anaerobic
1402620;Staphylococcus;Staphylococcus aureus;M1439;Staphylococcus aureus M1439;positive;anaerobic
1402621;Staphylococcus;Staphylococcus aureus;M1440;Staphylococcus aureus M1440;positive;anaerobic
1398054;Staphylococcus;Staphylococcus aureus;M1441;Staphylococcus aureus M1441;positive;anaerobic
1402622;Staphylococcus;Staphylococcus aureus;M1442;Staphylococcus aureus M1442;positive;anaerobic
1398055;Staphylococcus;Staphylococcus aureus;M1443;Staphylococcus aureus M1443;positive;anaerobic
1398057;Staphylococcus;Staphylococcus aureus;M1445;Staphylococcus aureus M1445;positive;anaerobic
1398058;Staphylococcus;Staphylococcus aureus;M1446;Staphylococcus aureus M1446;positive;anaerobic
1398059;Staphylococcus;Staphylococcus aureus;M1447;Staphylococcus aureus M1447;positive;anaerobic
1398060;Staphylococcus;Staphylococcus aureus;M1448;Staphylococcus aureus M1448;positive;anaerobic
1398061;Staphylococcus;Staphylococcus aureus;M1449;Staphylococcus aureus M1449;positive;anaerobic
1158493;Staphylococcus;Staphylococcus aureus;M1450;Staphylococcus aureus M1450;positive;
1158494;Staphylococcus;Staphylococcus aureus;M1451;Staphylococcus aureus M1451;positive;
1398062;Staphylococcus;Staphylococcus aureus;M1452;Staphylococcus aureus M1452;positive;anaerobic
1398063;Staphylococcus;Staphylococcus aureus;M1453;Staphylococcus aureus M1453;positive;anaerobic
1398064;Staphylococcus;Staphylococcus aureus;M1454;Staphylococcus aureus M1454;positive;anaerobic
1398065;Staphylococcus;Staphylococcus aureus;M1455;Staphylococcus aureus M1455;positive;anaerobic
1398066;Staphylococcus;Staphylococcus aureus;M1456;Staphylococcus aureus M1456;positive;anaerobic
1398067;Staphylococcus;Staphylococcus aureus;M1457;Staphylococcus aureus M1457;positive;anaerobic
1398068;Staphylococcus;Staphylococcus aureus;M1458;Staphylococcus aureus M1458;positive;anaerobic
1398069;Staphylococcus;Staphylococcus aureus;M1459;Staphylococcus aureus M1459;positive;anaerobic
1398070;Staphylococcus;Staphylococcus aureus;M1460;Staphylococcus aureus M1460;positive;anaerobic
1398071;Staphylococcus;Staphylococcus aureus;M1461;Staphylococcus aureus M1461;positive;anaerobic
1158495;Staphylococcus;Staphylococcus aureus;M1462;Staphylococcus aureus M1462;positive;
1158496;Staphylococcus;Staphylococcus aureus;M1463;Staphylococcus aureus M1463;positive;
1398072;Staphylococcus;Staphylococcus aureus;M1464;Staphylococcus aureus M1464;positive;anaerobic
1398073;Staphylococcus;Staphylococcus aureus;M1465;Staphylococcus aureus M1465;positive;anaerobic
1303787;Staphylococcus;Staphylococcus aureus;M1466;Staphylococcus aureus M1466;positive;
1398074;Staphylococcus;Staphylococcus aureus;M1467;Staphylococcus aureus M1467;positive;anaerobic
1398075;Staphylococcus;Staphylococcus aureus;M1468;Staphylococcus aureus M1468;positive;anaerobic
1398076;Staphylococcus;Staphylococcus aureus;M1469;Staphylococcus aureus M1469;positive;anaerobic
1398077;Staphylococcus;Staphylococcus aureus;M1470;Staphylococcus aureus M1470;positive;anaerobic
1398078;Staphylococcus;Staphylococcus aureus;M1471;Staphylococcus aureus M1471;positive;anaerobic
1398079;Staphylococcus;Staphylococcus aureus;M1472;Staphylococcus aureus M1472;positive;anaerobic
1398080;Staphylococcus;Staphylococcus aureus;M1473;Staphylococcus aureus M1473;positive;anaerobic
1398081;Staphylococcus;Staphylococcus aureus;M1474;Staphylococcus aureus M1474;positive;anaerobic
1403860;Staphylococcus;Staphylococcus aureus;M1475;Staphylococcus aureus M1475;positive;anaerobic
1403861;Staphylococcus;Staphylococcus aureus;M1476;Staphylococcus aureus M1476;positive;anaerobic
1403862;Staphylococcus;Staphylococcus aureus;M1477;Staphylococcus aureus M1477;positive;anaerobic
1403863;Staphylococcus;Staphylococcus aureus;M1478;Staphylococcus aureus M1478;positive;anaerobic
1403864;Staphylococcus;Staphylococcus aureus;M1479;Staphylococcus aureus M1479;positive;anaerobic
1403865;Staphylococcus;Staphylococcus aureus;M1480;Staphylococcus aureus M1480;positive;anaerobic
1158497;Staphylococcus;Staphylococcus aureus;M1481;Staphylococcus aureus M1481;positive;
1403866;Staphylococcus;Staphylococcus aureus;M1482;Staphylococcus aureus M1482;positive;anaerobic
1403867;Staphylococcus;Staphylococcus aureus;M1483;Staphylococcus aureus M1483;positive;anaerobic
1403868;Staphylococcus;Staphylococcus aureus;M1484;Staphylococcus aureus M1484;positive;anaerobic
1403869;Staphylococcus;Staphylococcus aureus;M1485;Staphylococcus aureus M1485;positive;anaerobic
1403870;Staphylococcus;Staphylococcus aureus;M1486;Staphylococcus aureus M1486;positive;anaerobic
1403871;Staphylococcus;Staphylococcus aureus;M1487;Staphylococcus aureus M1487;positive;anaerobic
1403872;Staphylococcus;Staphylococcus aureus;M1488;Staphylococcus aureus M1488;positive;anaerobic
1403873;Staphylococcus;Staphylococcus aureus;M1489;Staphylococcus aureus M1489;positive;anaerobic
1403874;Staphylococcus;Staphylococcus aureus;M1490;Staphylococcus aureus M1490;positive;anaerobic
1403875;Staphylococcus;Staphylococcus aureus;M1491;Staphylococcus aureus M1491;positive;anaerobic
1403876;Staphylococcus;Staphylococcus aureus;M1492;Staphylococcus aureus M1492;positive;anaerobic
1403877;Staphylococcus;Staphylococcus aureus;M1493;Staphylococcus aureus M1493;positive;anaerobic
1403878;Staphylococcus;Staphylococcus aureus;M1494;Staphylococcus aureus M1494;positive;anaerobic
1403879;Staphylococcus;Staphylococcus aureus;M1496;Staphylococcus aureus M1496;positive;anaerobic
1403880;Staphylococcus;Staphylococcus aureus;M1497;Staphylococcus aureus M1497;positive;anaerobic
1403882;Staphylococcus;Staphylococcus aureus;M1499;Staphylococcus aureus M1499;positive;anaerobic
1403883;Staphylococcus;Staphylococcus aureus;M1500;Staphylococcus aureus M1500;positive;anaerobic
1403884;Staphylococcus;Staphylococcus aureus;M1501;Staphylococcus aureus M1501;positive;anaerobic
1403885;Staphylococcus;Staphylococcus aureus;M1502;Staphylococcus aureus M1502;positive;anaerobic
1403886;Staphylococcus;Staphylococcus aureus;M1503;Staphylococcus aureus M1503;positive;anaerobic
1403887;Staphylococcus;Staphylococcus aureus;M1504;Staphylococcus aureus M1504;positive;anaerobic
1403888;Staphylococcus;Staphylococcus aureus;M1505;Staphylococcus aureus M1505;positive;anaerobic
1403889;Staphylococcus;Staphylococcus aureus;M1506;Staphylococcus aureus M1506;positive;anaerobic
1403890;Staphylococcus;Staphylococcus aureus;M1507;Staphylococcus aureus M1507;positive;anaerobic
1403891;Staphylococcus;Staphylococcus aureus;M1508;Staphylococcus aureus M1508;positive;anaerobic
1403892;Staphylococcus;Staphylococcus aureus;M1509;Staphylococcus aureus M1509;positive;anaerobic
1169277;Staphylococcus;Staphylococcus aureus;M1510;Staphylococcus aureus M1510;positive;
1403893;Staphylococcus;Staphylococcus aureus;M1511;Staphylococcus aureus M1511;positive;anaerobic
1403894;Staphylococcus;Staphylococcus aureus;M1512;Staphylococcus aureus M1512;positive;anaerobic
1403895;Staphylococcus;Staphylococcus aureus;M1513;Staphylococcus aureus M1513;positive;anaerobic
1403896;Staphylococcus;Staphylococcus aureus;M1514;Staphylococcus aureus M1514;positive;anaerobic
1403897;Staphylococcus;Staphylococcus aureus;M1515;Staphylococcus aureus M1515;positive;anaerobic
1403898;Staphylococcus;Staphylococcus aureus;M1516;Staphylococcus aureus M1516;positive;anaerobic
1403899;Staphylococcus;Staphylococcus aureus;M1518;Staphylococcus aureus M1518;positive;anaerobic
1403900;Staphylococcus;Staphylococcus aureus;M1519;Staphylococcus aureus M1519;positive;anaerobic
1158498;Staphylococcus;Staphylococcus aureus;M1520;Staphylococcus aureus M1520;positive;
