ijsem_genus;ijsem_species;ijsem_strain;ijsem_speciesStrain;ijsem_source;ijsem_gram;ijsem_oxygen;ijsem_assays;ijsem_substrate;ijsem_ref
Streptoalloteichus;Streptoalloteichus tenebrarius;NBRC 16177;Streptoalloteichus tenebrarius NBRC 16177;soil;positive;;gelatinase;arabinose|maltose|myo-inositol|salicin|xylose;10.1099/ijs.0.65272-0
Streptococcus;Streptococcus anginosus;CCUG 39159;Streptococcus anginosus CCUG 39159;other;positive;microaerophilic;;glucose|lactose;10.1099/ijs.0.043232-0
Streptococcus;Streptococcus caballi;151;Streptococcus caballi 151;other;positive;facultative;aesculinHydrolysis;glycogen|maltose|mannose|raffinose|sucrose|trehalose;10.1099/ijs.0.65063-0
Streptococcus;Streptococcus castoreus;M605815/03/2T;Streptococcus castoreus M605815/03/2T;other;positive;facultative;acidPhosphatase|aesculinHydrolysis|alkalinePhosphatase;alanine|leucine|maltose|phenylalanine|proline|sucrose;10.1099/ijs.0.63433-0
Streptococcus;Streptococcus constellatus;SK1359;Streptococcus constellatus SK1359;other;positive;microaerophilic;aesculinHydrolysis;glucose|lactose;10.1099/ijs.0.043232-0
Streptococcus;Streptococcus dentapri;NUM 1529;Streptococcus dentapri NUM 1529;other;positive;facultative;acidPhosphatase|alkalinePhosphatase;cellobiose|fructose|glucose|maltose|mannitol|mannose|N-acetylgulcosamine|salicin|sorbitol|sucrose|trehalose|fructose|glucose|mannitol|mannose|sorbitol;10.1099/ijs.0.012799-0
Streptococcus;Streptococcus dentasini;NUM 1808;Streptococcus dentasini NUM 1808;other;positive;facultative;acidPhosphatase|alkalinePhosphatase;cellobiose|fructose|galactose|glucose|lactose|maltose|mannitol|mannose|N-acetylgulcosamine|raffinose|salicin|sorbitol|sucrose|trehalose;10.1099/ijs.0.047142-0
Streptococcus;Streptococcus dentirousetti;NUM 1303;Streptococcus dentirousetti NUM 1303;other;positive;facultative;acidPhosphatase|alphaGalactosidase;cellobiose|fructose|galactose|glucose|lactose|maltose|mannitol|mannose|N-acetylgulcosamine|salicin|sucrose|trehalose;10.1099/ijs.0.65204-0
Streptococcus;Streptococcus dentisani;;Streptococcus dentisani;human - mouth;positive;facultative;;;10.1099/ijs.0.054098-0
Streptococcus;Streptococcus dentisani;7746;Streptococcus dentisani 7746;human - mouth|other;positive;facultative;alkalinePhosphatase;fructose|galactonicAcid|lactose|raffinose|fructose|galactose|lactose|raffinose;doi: 10.1099/ijs.0.054098-0|10.1099/ijs.0.054098-0
Streptococcus;Streptococcus dentisani;7747;Streptococcus dentisani 7747;human - mouth|other;positive;facultative;alkalinePhosphatase|alphaGalactosidase;fructose|galactose|lactose|maltose|mannose|raffinose|sucrose;10.1099/ijs.0.054098-0
Streptococcus;Streptococcus dentisani;7747T;Streptococcus dentisani 7747T;human - mouth;positive;facultative;alkalinePhosphatase|alphaGalactosidase;fructose|galactose|lactose|maltose|mannose|raffinose|sucrose|glucose;10.1099/ijs.0.054098-0
Streptococcus;Streptococcus halichoeri;CCUG48324T;Streptococcus halichoeri CCUG48324T;other;positive;facultative;alkalinePhosphatase;lactose|maltose|mannitol|ribose;10.1099/ijs.0.63082-0
Streptococcus;Streptococcus henryi;126;Streptococcus henryi 126;other;positive;facultative;alphaGalactosidase;glycogen|lactose|maltose|mannitol|melibiose|sucrose|trehalose;10.1099/ijs.0.65063-0
Streptococcus;Streptococcus hongkongensis;HKU30;Streptococcus hongkongensis HKU30;other;positive;facultative;aesculinHydrolysis|alkalinePhosphatase;galactose|glycogen|lactose|maltose|mannitol|mannose|N-acetylgulcosamine|ribose|salicin|sucrose|trehalose;10.1099/ijs.0.045120-0
Streptococcus;Streptococcus ictaluri;707-05T;Streptococcus ictaluri 707-05T;other;positive;;alkalinePhosphatase;maltose|ribose;10.1099/ijs.0.64810-0
Streptococcus;Streptococcus lactarius;MV1T;Streptococcus lactarius MV1T;food product;positive;facultative;aesculinHydrolysis|alkalinePhosphatase;lactose|maltose|sucrose;10.1099/ijs.0.021642-0
Streptococcus;Streptococcus marimammalium;M54/01/1T ;Streptococcus marimammalium M54/01/1T;other;positive;facultative;alkalinePhosphatase|ureasePositive;lactose;10.1099/ijs.0.63342-0
Streptococcus;Streptococcus massiliensis;4401825;Streptococcus massiliensis 4401825;other;positive;facultative;;maltose;10.1099/ijs.0.64009-0
Streptococcus;Streptococcus merionis;WUE3771T;Streptococcus merionis WUE3771T;other;positive;facultative;aesculinHydrolysis;lactose|maltose|raffinose|trehalose;10.1099/ijs.0.65823-0
Streptococcus;Streptococcus minor;21734T;Streptococcus minor 21734T;other;positive;aerobic;aesculinHydrolysis;mannitol;10.1099/ijs.0.02818-0
Streptococcus;Streptococcus orisasini;NUM 1801;Streptococcus orisasini NUM 1801;other;positive;facultative;acidPhosphatase;arabitol|cellobiose|fructose|galactose|glucose|lactose|maltose|mannitol|mannose|N-acetylgulcosamine|raffinose|salicin|sorbitol|sucrose|trehalose;10.1099/ijs.0.047142-0
Streptococcus;Streptococcus orisuis;NUM 1001T ;Streptococcus orisuis NUM 1001T;other;positive;facultative;;cellobiose|fructose|galactose|glucosamine|glucose|lactose|maltose|mannitol|mannose|melibiose|raffinose|salicin|sorbitol|sucrose|trehalose;10.1099/ijs.0.64741-0
Streptococcus;Streptococcus plurextorum;1956-02T;Streptococcus plurextorum 1956-02T;other;positive;facultative;acidPhosphatase|alphaGalactosidase;fructose|galactose|glucose|lactose|maltose|raffinose|salicin|sucrose|trehalose|xylose;10.1099/ijs.0.65636-0
Streptococcus;Streptococcus porci;2923-03;Streptococcus porci 2923-03;other;positive;facultative;alphaGalactosidase;cellobiose|fructose|galactose|glucose|lactose|maltose|mannose|melibiose|N-acetylgulcosamine|raffinose|salicin|sucrose|trehalose|xylose;10.1099/ijs.0.011171-0
Streptococcus;Streptococcus rubneri;LMG 27207;Streptococcus rubneri LMG 27207;human - mouth;positive;facultative;;cellobiose|fructose|galactose|glucose|lactose|maltose|mannose|melibiose|N-acetylgulcosamine|raffinose|salicin|sorbitol|sucrose;10.1099/ijs.0.048538-0
Streptococcus;Streptococcus tigurinus;AZ_3a;Streptococcus tigurinus AZ_3a;other;positive;facultative;;fructose|galactose|glucose|lactose|maltose|mannose|raffinose|sucrose;10.1099/ijs.0.038299-0
Streptococcus;Streptococcus troglodytae;TKU 31;Streptococcus troglodytae TKU 31;other;positive;facultative;acidPhosphatase|aesculinHydrolysis|alkalinePhosphatase|alphaGalactosidase|ureasePositive;cellobiose|fructose|galactose|glucose|glycerol|lactose|maltose|mannitol|mannose|melibiose|N-acetylgulcosamine|raffinose|salicin|sorbitol|sucrose|trehalose;10.1099/ijs.0.039388-0
Streptococcus;Streptococcus troglodytidis;M09-11185;Streptococcus troglodytidis M09-11185;other;positive;facultative;aesculinHydrolysis;lactose|trehalose;10.1099/ijs.0.038133-0
Streptococcus;Streptococcus ursoris;NUM 1615;Streptococcus ursoris NUM 1615;other;positive;facultative;acidPhosphatase|aesculinHydrolysis|alphaGalactosidase;cellobiose|fructose|galactose|glucose|lactose|maltose|mannitol|mannose|melibiose|N-acetylgulcosamine|raffinose|ribose|salicin|sorbitol|sucrose|trehalose;10.1099/ijs.0.019638-0
Streptococcus;Streptococcus ursoris;NUM 1615T;Streptococcus ursoris NUM 1615T;other;positive;facultative;acidPhosphatase|aesculinHydrolysis|alphaGalactosidase;cellobiose|fructose|galactose|glucose|lactose|maltose|mannitol|mannose|melibiose|N-acetylgulcosamine|raffinose|ribose|salicin|sorbitol|sucrose|trehalose;10.1099/ijs.0.019638-0
Streptococcus;Streptococcus ursoris;Streptococcus ursoris;Streptococcus ursoris Streptococcus ursoris;other;positive;facultative;acidPhosphatase|aesculinHydrolysis|alphaGalactosidase;arginine|cellobiose|fructose|galactose|glucose|lactose|maltose|mannitol|mannose|melibiose|N-acetylgulcosamine|raffinose|ribose|salicin|sorbitol|sucrose|trehalose;10.1099/ijs.0.019638-0
Streptohalobacillus;Streptohalobacillus salinus;H96B60T;Streptohalobacillus salinus H96B60T;soil;positive;facultative;aesculinHydrolysis|nitrateReductionToNitrite|oxidasePositive;acetate|cellobiose|ethanol|fructose|glucose|glycerol|glycogen|lactate|maltose|mannitol|mannose|N-acetylgulcosamine|raffinose|salicin|sucrose|trehalose|xylitol|xylose;10.1099/ijs.0.025338-0
Streptomonospora;Streptomonospora amylolytica;YIM 91353T;Streptomonospora amylolytica YIM 91353T;hypersaline environment;positive;aerobic;catalasePositive|H2Sproduction|nitrateReductionToNitrite|ureasePositive;arabinose|arginine|cellobiose|glucose|hyroxl-proline|proline|rhamnose|threonine|tryptophan;10.1099/ijs.0.007682-0
Streptomonospora;Streptomonospora flavalba;YIM 91394T;Streptomonospora flavalba YIM 91394T;soil;positive;aerobic;catalasePositive;alanine|arabinose|arginine|glucose|glycine|histidine|maltose|phenylalanine|proline|rhamnose|serine|threonine|tryptophan;10.1099/ijs.0.007682-0
Streptomonospora;Streptomonospora halophila;YIM 91355;Streptomonospora halophila YIM 91355;soil;positive;aerobic;catalasePositive;maltose|rhamnose;10.1099/ijs.0.65513-0
Streptomonospora;Streptomonospora nanhaiensis;12A09;Streptomonospora nanhaiensis 12A09;marine sediment;positive;aerobic;catalasePositive|nitrateReductionToNitrite;arginine|aspartate|glutamicAcid|histidine|phenylalanine|threonine|tryptophan;10.1099/ijs.0.052704-0
Streptomonospora;Streptomonospora sediminis;YIM M11335;Streptomonospora sediminis YIM M11335;marine sediment;positive;aerobic;catalasePositive|nitrateReductionToNitrite;alanine|arginine|aspartate|glutamicAcid|phenylalanine|threonine|tryptophan;10.1099/ijs.0.052704-0
Streptomyces;Streptomyces abietis;A191;Streptomyces abietis A191;soil;positive;aerobic;;arabinose|cellobiose|fructose|glucose|mannitol|myo-inositol|xylose;10.1099/ijs.0.053025-0
Streptomyces;Streptomyces abyssalis;YIM M 10400;Streptomyces abyssalis YIM M 10400;marine sediment;;aerobic;catalasePositive|nitrateReductionToNitrite|ureasePositive;fructose|glucose|glycerol|maltose|mannitol|rhamnose|sucrose;10.1099/ijs.0.035386-0
Streptomyces;Streptomyces africanus;CPJVR-HT;Streptomyces africanus CPJVR-HT;soil;positive;aerobic;aesculinHydrolysis|catalasePositive|H2Sproduction|nitrateReductionToNitrite;adonitol|arabinose|cellobiose|fructose|galactose|gelatin|glycerol|lactose|maltose|mannitol|mannose|melibiose|methylBeta-D-glucoside|raffinose|rhamnose|ribose|salicin|trehalose|Tween80|xylose;10.1099/ijs.0.02738-0
Streptomyces;Streptomyces aidingensis;TRM 46012;Streptomyces aidingensis TRM 46012;freshwater sediment (river| lake| pond);positive;aerobic;catalasePositive|gelatinase;arabinose|fucose|glucose|mannitol|raffinose|ribose|sucrose;10.1099/ijs.0.049205-0
Streptomyces;Streptomyces aldersoniae;DSM 41909;Streptomyces aldersoniae DSM 41909;soil;positive;anaerobic;;Tween60;10.1099/ijs.0.012161-0
Streptomyces;Streptomyces alni;D65T;Streptomyces alni D65T;plant associated;positive;aerobic;aesculinHydrolysis;acetate|arabinose|citrate|fructose|lactose|maltose|phenylalanine|raffinose|salicin|sorbitol|sucrose|trehalose|xylose;DOI 10.1099/ijs.0.65769-0
Streptomyces;Streptomyces angustmyceticus;DSM 41683;Streptomyces angustmyceticus DSM 41683;;;;;arabitol|cellobiose|dextrin|fructose|galactose|glutamicAcid|glycogen|leucine|proline|raffinose|sorbitol;10.1099/ijs.0.012161-0
Streptomyces;Streptomyces artemisiae;YIM 63135;Streptomyces artemisiae YIM 63135;other;positive;aerobic;catalasePositive;galactose|glucose|glycerol|mannose|raffinose|rhamnose|sorbitol|galactose|glucose|glycerol|mannose|rhamnose|sorbitol|xylose;10.1099/ijs.0.011965-0
Streptomyces;Streptomyces ascomycinicus;DSM 40822;Streptomyces ascomycinicus DSM 40822;soil;;;;arabinose|arabitol|cellobiose|dextrin|fructose|fucose|galactose|glutamicAcid|glycogen|lactose|myo-inositol|proline|raffinose|rhamnose|ribose|salicin|xylose;10.1099/ijs.0.012161-0
Streptomyces;Streptomyces atacamensis;C60;Streptomyces atacamensis C60;soil;positive;aerobic;gelatinase|ureasePositive;arabitol|fructose|glucose|glycerol|glycogen|maltose|mannose|salicin|sorbitol;10.1099/ijs.0.038463-0
Streptomyces;Streptomyces atriruber;NRRL B-24165T;Streptomyces atriruber NRRL B-24165T;other;positive;;aesculinHydrolysis|gelatinase|nitrateReductionToNitrite|ureasePositive;adonitol|arabinose|arginine|asparagine|cellobiose|dextrin|fructose|galactose|glucose|glycerol|mannitol|mannose|melibiose|myo-inositol|raffinose|rhamnose|salicin|serine|sucrose|threonine|trehalose|xylose;10.1099/ijs.0.008862-0
Streptomyces;Streptomyces avicenniae;MCCC 1A01535T;Streptomyces avicenniae MCCC 1A01535T;plant associated;positive;aerobic;gelatinase;arabinose|galactose|rhamnose|sucrose|xylose;10.1099/ijs.0.009357-0
Streptomyces;Streptomyces axinellae;Pol001T;Streptomyces axinellae Pol001T;other;positive;aerobic;;alanine|arabitol|cellobiose|dextrin|fructose|galactose|gelatin|gluconicAcid|glucosamine|glucose|glutamicAcid|glycerol|lactose|mannitol|mannose|rhamnose|ribose|serine|Tween40|Tween80|xylose;10.1099/ijs.0.007856-0
Streptomyces;Streptomyces baliensis;ID03-0915T;Streptomyces baliensis ID03-0915T;soil;positive;aerobic;;arabinose|fructose|galactose|glucose|lactose|mannitol|mannose|melibiose|raffinose|rhamnose|sucrose|xylose;10.1099/ijs.0.007179-0
Streptomyces;Streptomyces bangladeshensis;AAB-4T;Streptomyces bangladeshensis AAB-4T;soil;positive;aerobic;H2Sproduction;arabinose|fructose|glucose|glycerol|maltose|mannitol|mannose|raffinose|rhamnose|sucrose|trehalose;10.1099/ijs.0.63516-0
Streptomyces;Streptomyces brevispora;BK160;Streptomyces brevispora BK160;soil;positive;aerobic;;arabitol|cellobiose|galactose|glucose|maltose|melibiose|salicin|sorbitol;10.1099/ijs.0.029991-0
Streptomyces;Streptomyces caeruleatus;GIMN4.002T;Streptomyces caeruleatus GIMN4.002T;soil;positive;aerobic;catalasePositive|H2Sproduction;arabinose|mannitol|rhamnose|xylose;10.1099/ijs.0.017392-0
Streptomyces;Streptomyces caeruleatus;Streptomyces caeruleatus;Streptomyces caeruleatus Streptomyces caeruleatus;plant associated;positive;aerobic;catalasePositive;;10.1099/ijs.0.017392-0
Streptomyces;Streptomyces castelarensis;ATCC 15191;Streptomyces castelarensis ATCC 15191;other;;;;cellobiose|fructose|galactose|glucose|glycerol|glycogen|maltose|mannitol|mannose|melibiose|N-acetylgulcosamine|raffinose|rhamnose|ribose|trehalose|xylitol|xylose;10.1099/ijs.0.65408-0
Streptomyces;Streptomyces cheonanensis;VC-A46;Streptomyces cheonanensis VC-A46;soil;positive;aerobic;aesculinHydrolysis;adonitol|arabinose|dextrin|fructose|mannitol|melibiose|raffinose|rhamnose|sucrose|xylitol|xylose;10.1099/ijs.0.63816-0
Streptomyces;Streptomyces chiangmaiensis;TA4-1;Streptomyces chiangmaiensis TA4-1;other;positive;aerobic;;arabinose|glucose|myo-inositol|rhamnose|xylose;10.1099/ijs.0.045930-0
Streptomyces;Streptomyces chilikensis;RC 1830;Streptomyces chilikensis RC 1830;estuarine sediment;positive;aerobic;catalasePositive|gelatinase|oxidasePositive;arabinose|cellobiose|fructose|galactose|glucose|maltose|mannose|raffinose|rhamnose|sucrose|xylose;10.1099/ijs.0.046284-0
Streptomyces;Streptomyces chlorus;BK125;Streptomyces chlorus BK125;soil;positive;aerobic;aesculinHydrolysis|catalasePositive|gelatinase|nitrateReductionToNitrite;arabitol|citrate|lactate|malate|maltose|melibiose|pyruvate|sorbitol;10.1099/ijs.0.045906-0
Streptomyces;Streptomyces coacervatus;AS-0823T;Streptomyces coacervatus AS-0823T;other;positive;aerobic;gelatinase|nitrateReductionToNitrite;arabinose|asparagine|fructose|gelatin|mannitol|myo-inositol|raffinose|rhamnose|sucrose|xylose;10.1099/ijs.0.019091-0
Streptomyces;Streptomyces cocklensis;BK168;Streptomyces cocklensis BK168;soil;positive;aerobic;aesculinHydrolysis;cellobiose|glucose|maltose;10.1099/ijs.0.029983-0
Streptomyces;Streptomyces deccanensis;DAS-139;Streptomyces deccanensis DAS-139;soil;positive;aerobic;gelatinase|nitrateReductionToNitrite;myo-inositol|raffinose|rhamnose;10.1099/ijs.0.65525-0
Streptomyces;Streptomyces decoyicus;DSM 41427;Streptomyces decoyicus DSM 41427;soil;;;;arabitol|cellobiose|dextrin|fructose|fucose|galactose|glutamicAcid|glycogen|leucine|myo-inositol|proline|ribose|xylose;10.1099/ijs.0.012161-0
Streptomyces;Streptomyces drozdowiczii;M7aT;Streptomyces drozdowiczii M7aT;soil;;;aesculinHydrolysis|gelatinase|H2Sproduction|nitrateReductionToNitrite;adonitol|arabinose|cellobiose|fructose|galactose|mannose|melibiose|salicin|sucrose|threonine;10.1099/ijs.0.02844-0
Streptomyces;Streptomyces durmitorensis;MS405T;Streptomyces durmitorensis MS405T;soil;positive;;catalasePositive|gelatinase|nitrateReductionToNitrite|ureasePositive;cellobiose|fructose|galactose|glucose|glycerol|mannitol|mannose|melibiose|raffinose|rhamnose|sucrose|trehalose|xylose;10.1099/ijs.0.64913-0
Streptomyces;Streptomyces emeiensis;4776T;Streptomyces emeiensis 4776T;soil;positive;aerobic;aesculinHydrolysis|nitrateReductionToNitrite;arabinose|dextrin|myo-inositol|phenylalanine|raffinose|ribose|Tween20|Tween40;10.1099/ijs.0.64934-0
Streptomyces;Streptomyces endophyticus;YIM 65594;Streptomyces endophyticus YIM 65594;plant associated;positive;aerobic;catalasePositive|gelatinase|ureasePositive;alanine|arabinose|arginine|asparagine|cellobiose|fructose|galactose|glycerol|glycine|hyroxl-proline|lactose|maltose|mannose|phenylalanine|rhamnose|ribose|serine|Tween20|Tween40|Tween80;doi: 10.1099/ijs.0.035725-0
Streptomyces;Streptomyces endophyticus;YIM 65638;Streptomyces endophyticus YIM 65638;plant associated;positive;aerobic;catalasePositive|gelatinase|ureasePositive;alanine|arabinose|arginine|asparagine|cellobiose|fructose|galactose|glycerol|glycine|hyroxl-proline|lactose|maltose|mannose|phenethylamine|rhamnose|ribose|Tween20|Tween40|Tween80;doi: 10.1099/ijs.0.035725-0
Streptomyces;Streptomyces endophyticus;YIM 65642;Streptomyces endophyticus YIM 65642;plant associated;positive;aerobic;catalasePositive|gelatinase|ureasePositive;alanine|arabinose|arginine|asparagine|cellobiose|fructose|galactose|glycerol|glycine|hyroxl-proline|lactose|maltose|mannose|phenylalanine|rhamnose|ribose|Tween20|Tween40|Tween80;doi: 10.1099/ijs.0.035725-0
Streptomyces;Streptomyces ferralitis;SFOp68T;Streptomyces ferralitis SFOp68T;soil;positive;aerobic;ureasePositive;galactose|glucose|mannitol|mannose|trehalose;10.1099/ijs.0.02891-0
Streptomyces;Streptomyces glauciniger;FXJ14T;Streptomyces glauciniger FXJ14T;soil;positive;aerobic;nitrateReductionToNitrite;acetate|arabinose|citrate|dextrin|fructose|galactose|glucose|mannitol|raffinose|rhamnose|sucrose|xylose;10.1099/ijs.0.63158-0
Streptomyces;Streptomyces glycovorans;YIM M 10366;Streptomyces glycovorans YIM M 10366;marine sediment;;aerobic;catalasePositive|gelatinase|nitrateReductionToNitrite;fructose|glucose|glycerol|maltose|mannitol|ribose|sucrose|trehalose;10.1099/ijs.0.035386-0
Streptomyces;Streptomyces gramineus;JR-43;Streptomyces gramineus JR-43;soil;positive;aerobic;gelatinase;fructose|glucose|mannitol|raffinose|rhamnose|sucrose|xylose;10.1099/ijs.0.030163-0
Streptomyces;Streptomyces guanduensis;701;Streptomyces guanduensis 701;soil;positive;aerobic;;adipate|cellobiose|galactose|glucose|lactose|mannitol|phenylalanine|salicin;10.1099/ijs.0.63959-0
Streptomyces;Streptomyces hainanensis;YIM47672T;Streptomyces hainanensis YIM47672T;soil;;aerobic;aesculinHydrolysis|H2Sproduction|nitrateReductionToNitrite|ureasePositive;cellobiose|glucose|trehalose|urea;10.1099/ijs.0.64940-0
Streptomyces;Streptomyces haliclonae;Sp080513SC-31;Streptomyces haliclonae Sp080513SC-31;marine sediment;positive;aerobic;acidPhosphatase|alkalinePhosphatase|alphaGalactosidase|catalasePositive;fructose|glucose|mannitol|raffinose|sorbitol|sucrose;10.1099/ijs.0.019869-0
Streptomyces;Streptomyces halophytocola;KLBMP 1284;Streptomyces halophytocola KLBMP 1284;plant associated;positive;aerobic;;arginine|glucose|rhamnose;10.1099/ijs.0.047456-0
Streptomyces;Streptomyces harbinensis;NEAU-Da3;Streptomyces harbinensis NEAU-Da3;plant associated;positive;aerobic;aesculinHydrolysis|ureasePositive;alanine|arabinose|arginine|fructose|galactose|glucose|glycine|lactose|maltose|mannose|rhamnose|serine|threonine|xylose;10.1099/ijs.0.050088-0
