pasteur_genus;pasteur_species;pasteur_strain;pasteur_speciesStrain;pasteur_typeStrain;pasteur_cultureNo;pasteur_growthTemp;pasteur_ref;pasteur_genes;pasteur_source;pasteur_oxygen;pasteur_medium
Thalassotalea;Thalassotalea ganghwensis;;Thalassotalea ganghwensis;yes;DSM 15355|KCTC 12041|IMSNU 14005;30;Int. J. Syst. Evol. Microbiol., 2004, 54, 377-380|Int. J. Syst. Evol. Microbiol., 2004, 54, 1007-1009|Int. J. Syst. Evol. Microbiol., 2006, 56, 1245-1250|Int. J. Syst. Evol. Microbiol.,2014, 64, 1223-1228|Int. J. Syst. Evol. Microbiol., 2014, 64, 2188-2190.;;Sediment sample of getbol;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=13
Thauera;Thauera chlorobenzoica;;Thauera chlorobenzoica;yes;ATCC 700723|KCTC 12933|DSM 18012;30;Arch. Microbiol., 1999, 171, 230-236|Int. J. Syst. Evol. Microbiol., 2001, 51, 589-602|Int. J. Syst. Evol. Microbiol., 2001, 51, 795-796.;;Sediment, Hudson River;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=450
Thauera;Thauera linaloolentis;;Thauera linaloolentis;yes;CCUG 41526|DSM 12138;30;System. Appl. Microbiol., 1998, 21, 365|Int. J. Syst. Bacteriol., 1999, 49, 1.;;Activated sludge;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Thauera;Thauera mechernischensis;;Thauera mechernischensis;yes;DSM 12266;37;Int. J. Syst. Bacteriol., 1999, 49, 1045-1051|Int. J. Syst. Bacteriol., 1999, 49, 1327-1328.;;Sewage treatment plant;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Thauera;Thauera phenylacetica;;Thauera phenylacetica;yes;DSM 14743;30;Arch. Microbiol., 2002, 178, 26-35|Int. J. Syst. Evol. Microbiol., 2002, 52, 1437-1438.;;Sewage sludge;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=566
Thauera;Thauera terpenica;;Thauera terpenica;yes;CCUG 41527|DSM 12139;30;System. Appl. Microbiol., 1998, 21, 365|Int. J. Syst. Bacteriol., 1999, 49, 1.;;Ditch in a forest;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Thauera;Thauera aminoaromatica;;Thauera aminoaromatica;yes;DSM 14742;30;;;Sewage sludge;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=566
Thermoanaerobacter;Thermoanaerobacter mathranii;alimentarius;Thermoanaerobacter mathranii alimentarius;;;55;Anaerobe, 2006, 12, 153-159|Int. J. Syst. Evol. Microbiol., 2007, 57, 1|Int. J. Syst. Evol. Microbiol., 2007, 57, 1429-1434.;;Spoiled canned food;anaerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=20
Thermoanaerobacter;Thermoanaerobacter mathranii;alimentarius CCUG 49566;Thermoanaerobacter mathranii alimentarius alimentarius CCUG 49566;yes;CCUG 49566;55;Anaerobe, 2006, 12, 153-159|Int. J. Syst. Evol. Microbiol., 2007, 57, 1|Int. J. Syst. Evol. Microbiol., 2007, 57, 1429-1434.;;Spoiled canned food;anaerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=20
Thermoanaerobacter;Thermoanaerobacter mathranii;alimentarius CCUG 49567;Thermoanaerobacter mathranii alimentarius alimentarius CCUG 49567;;CCUG 49567;50;Anaerobe, 2006, 12, 153-159|Int. J. Syst. Evol. Microbiol., 2007, 57, 1|Int. J. Syst. Evol. Microbiol., 2007, 57, 1429-1434.;;Fermented milk;anaerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=20
Thermoanaerobacter;Thermoanaerobacter thermohydrosulfuricus;;Thermoanaerobacter thermohydrosulfuricus;;;55;Int. J. Syst. Bacteriol., 1978, 28, 528-531|Int. J. Syst. Bacteriol., 1993, 43, 41-51|Anaerobe, 2006, 12, 153-159|Int. J. Syst. Evol. Microbiol., 2007, 57, 1429-1434.;;Spoiled canned food;anaerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=20
Thermobifida;Thermobifida fusca;;Thermobifida fusca;yes;ATCC 27730|JCM 3263|CCRC 12532|DSM 43792|IFO 14071|KCTC 9052|NCIMB 11185;45;J. Gen. Microbiol., 1984, 130, 5|J. Gen. Microbiol., 1984, 130, 2905|Arch. Microbiol., 1957, 26, 373|Can. J. Microbiol., 1975, 21, 1842|Can. J. Microbiol., 1977, 23, 1088|System. Appl. Microbiol., 1987, 9, 97|Int. J. Syst. Bacteriol., 1984, 34, 355|Int. J. Syst. Bacteriol., 1997, 47, 182|Int. J. Syst. Bacteriol., 1998, 48, 411|Int. J. Syst. Bacteriol., 1998, 48, 633|System. Appl. Microbiol., 1972, 24, 150|Int. J. syst. Evol. Microbiol., 2008, 58, 1821-1825.;;Soil;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Thermobifida;Thermobifida alba;;Thermobifida alba;yes;DSM 43795|IFM 1271|IFO 16095|JCM 3077|IMET 9528|NCIMB 10169;37;Giorn. Microbiol., 1967, 15, 79|J. Gen. Microbiol., 1984, 130, 5|System. Appl. Microbiol., 1987, 9, 97|Int. J. Syst. Bacteriol., 1980, 30, 412|Int. J. Syst. Bacteriol., 1998, 48, 411|Int. J. Syst. Bacteriol., 1998, 48, 633|Int. J. syst. Evol. Microbiol., 2008, 58, 1821-1825.;;Garden soil;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=287
Thermomonas;Thermomonas hydrothermalis;;Thermomonas hydrothermalis;yes;DSM 14834|ATCC BAA-470;55;Int. J. Syst. Evol. Microbiol., 2003, 53, 935-937|System. Appl. Microbiol., 2003, 26, 70-75.;;Hot spring;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Thermomonospora;Thermomonospora curvata;;Thermomonospora curvata;yes;ATCC 19995|DSM 43183|JCM 3096|IAM 14296|KCTC 9072|NCIMB 10081|CBS 141.67|IMET 9551;50;Int. J. Syst. Bacteriol., 1980, 30, 412|Int. J. Syst. Bacteriol., 1983, 33, 173|Int. J. Syst. Bacteriol., 1996, 46, 1088|Int. J. Syst. Bacteriol., 1997, 47, 182|Int. J. Syst. Bacteriol., 1998, 48, 411|Arch. Microbiol., 1957, 26, 373|J. Gen. Microbiol., 1984, 130, 5|System. Appl. Microbiol., 1987, 9, 97|FEMS Microbiol. Lett., 1987, 41, 211|Microbiology, 1994, 140, 2165|Int. J. Syst. Evol. Microbiol., 2001, 51, 373-383.;;Straw;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=280
Thermomonospora;Thermomonospora umbrina;;Thermomonospora umbrina;yes;ATCC 49502|DSM 43927|IFO 14346|IMET 9746|INA 2309|JCM 6837|NRRL B-16244|VKM Ac-1086;30;Antibiotiki, 1981, 26, 803|Int. J. Syst. Bacteriol., 1987, 37, 179|Front. Microbiol., 2018, 9, 2007|Int. J. Syst. Evol. Microbiol., 2018, 68, 3379-3393.;;Soil;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=129
Thermopolyspora;Thermopolyspora flexuosa;;Thermopolyspora flexuosa;yes;JCM 3056|ATCC 35864|CCRC 12531|DSM 43186|DSM 44514|IFO 14349|KCTC 9270|NRRL B-24348;30;System. Appl. Microbiol., 1990, 13, 148-160|Int. J. Syst. Bacteriol., 1991, 41, 178-179|Int. J. Syst. Bacteriol., 1998, 48, 411-422|Int. J. Syst. Bacteriol., 1998, 48, 633-634|Int. J. Syst. Bacteriol., 1999, 49, 1623-1630|Int. J. Syst. Evol. Microbiol., 2005, 55, 1979-1983|Int. J. Syst. Evol. Microbiol., 2006, 56, 7-9.;;Soil;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=56
Thermus;Thermus thermophilus;;Thermus thermophilus;yes;DSM 579|ATCC 27634;60;Int. J. Syst. Bacteriol., 1974, 24, 104-112|J. Biochem. (Tokyo), 1974, 75, 179-183|J. Biochem. (Tokyo), 1971, 69, 1083-1089|Biochem. Biophys. Res. Commun., 1971, 45, 495-500|Arch. Microbiol., 1978, 117, 189-196|Academic Press, New-York, 1978, 1-10|J. Gen. Microbiol., 1981, 123, 383-386|Nucl. Acids Res., 1985, 13, 165-200|J. Gen. Microbiol., 1990, 136, 679-686|Int. J. Syst. Bacteriol., 1995, 45, 619-620|System. Appl. Microbiol., 1994, 17, 526-532|J. Bacteriol., 1995, 177, 4947-4962.;;Water, hot spring;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Thiobacillus;Thiobacillus denitrificans;;Thiobacillus denitrificans;yes;ATCC 23644|JCM 3870|NCIMB 9548;30;Int. J. Syst. Bacteriol., 1989, 39, 496|J. Gen. Microbiol., 1967, 47, 17|Int. J. Syst. Evol. Microbiol., 2017, 67, 1191-1205|Int. J. Syst. Evol. Microbiol., 2017, 67, 2495-2498.;;Domestic sewage lagoon;anaerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=177
Thiobacillus;Thiobacillus thioparus;;Thiobacillus thioparus;yes;ATCC 8158|DSM 505|NCIMB 8370;25;Int. J. Syst. Bacteriol., 1980, 30, 413|J. Bacteriol., 1965, 89, 1041|J. Bacteriol., 1964, 88, 624|J. Bacteriol., 1977, 129, 1173|J. Biol. Chem., 1962, 237, 190|J. Gen. Microbiol., 1961, 24, 201|J. Gen. Microbiol., 1968, 53, 53|Biochim. Biophys. Acta, 1966, 122, 22|Antonie van Leeuwenhoek, 1957, 23, 305|Int. J. Syst. Evol. Microbiol., 2017, 67, 1191-1205|Int. J. Syst. Evol. Microbiol., 2017, 67, 2495-2498.;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=124
Thiomonas;Thiomonas arsenitoxydans;;Thiomonas arsenitoxydans;yes;DSM 22701;30;Environm. Microbiol., 2008, 10, 228-237|Arch. Microbiol., 2011, 193, 439-449|Int. J. Syst. Evol. Microbiol., 2011, 61, 1499-1500.;;Arsenite-containing acid mine drainage waters;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Thiomonas;Thiomonas intermedia;;Thiomonas intermedia;yes;ATCC 15466|IAM 12131|IFO 14564|NCIMB 9515;30;Int. J. Syst. Bacteriol., 1980, 30, 225|Int. J. Syst. Bacteriol., 1997, 47, 527|Arch. Microbiol., 1963, 46, 329|J. Gen. Microbiol., 1982, 128, 1599|Int. J. Syst. Evol. Microbiol., 2007, 57, 2720-2724.;;Soil;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=126
Thiomonas;Thiomonas perometabolis;;Thiomonas perometabolis;yes;ATCC 23370|IAM 12132|IFO 14565|LMG 8564;30;Int. J. Syst. Bacteriol., 1980, 30, 225|Int. J. Syst. Bacteriol., 1983, 33, 650|Int. J. Syst. Bacteriol., 1997, 47, 527|Arch. Microbiol., 1967, 59, 218|J. Gen. Microbiol., 1982, 128, 1599|Int. J. Syst. Evol. Microbiol., 2007, 57, 2720-2724.;;Soil;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=126
Thorsellia;Thorsellia kandunguensis;;Thorsellia kandunguensis;yes;LMG 28213;30;Int. J. Syst. Evol. Microbiol., 2015, 65, 444-451|Int. J. Syst. Evol. Microbiol., 2015, 65, 1397-1399.;;Anopheles sp.;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=328
Thorsellia;Thorsellia kenyensis;;Thorsellia kenyensis;yes;CCM 8545|LMG 28483;30;Int. J. Syst. Evol. Microbiol., 2015, 65, 444-451|Int. J. Syst. Evol. Microbiol., 2015, 65, 1397-1399.;;Larvae of anophiles;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Thorsellia;Thorsellia anophelis;;Thorsellia anophelis;yes;CCUG 49520|DSM 18579;37;Int. J. Syst. Evol. Microbiol., 2006, 56, 335-338|Int. J. Syst. Evol. Microbiol., 2006, 56, 929-930|Int. J. Syst. Evol. Microbiol., 2015, 65, 444-451|Int. J. Syst. Evol. Microbiol., 2015, 65, 1397-1399.;;Anopheles gambiae, stomach;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Tindallia;Tindallia californiensis;;Tindallia californiensis;yes;DSM 14871|ATCC BAA-393;37;Extremophiles, 2003, 7, 327-334|Int. J. Syst. Evol. Microbiol., 2003, 53, 1701-1702.;;Sediments of soda Mono Lake;anaerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=473
Tissierella;Tissierella creatinini;;Tissierella creatinini;yes;DSM 9508;37;Int. J. Syst. Bacteriol., 1995, 45, 436-440|Int. J. Syst. Bacteriol., 1995, 45, 881|Int. J. Syst. Evol., Microbiol., 2004, 54, 947-949|Int. J. Syst. Evol., Microbiol., 2004, 54, 1427-1428.;;Waste water pool at sugar refinery;anaerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=376
Tistrella;Tistrella mobilis;;Tistrella mobilis;yes;IAM 14872;30;J. Gen. Appl. Microbiol., 2002, 48, 335-343|Int. J. Syst. Evol. Microbiol., 2003, 53, 935-937.;;Wastewater;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Trabulsiella;Trabulsiella guamensis;;Trabulsiella guamensis;;ATCC 49492;37;J. Clin. Microbiol., 1991, 29, 1480.;;Human, stool;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Trabulsiella;Trabulsiella guamensis;ATCC 49491;Trabulsiella guamensis ATCC 49491;;ATCC 49491;37;J. Clin. Microbiol., 1991, 29, 1480.;;Soil;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Trabulsiella;Trabulsiella guamensis;DSM 16940;Trabulsiella guamensis DSM 16940;yes;DSM 16940|ATCC 49490;37;J. Clin. Microbiol., 1991, 29, 1480|Int. J. Syst. Bacteriol., 1992, 42, 327.;;Vacuum cleaner contents;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Treponema;Treponema calligyrum;;Treponema calligyrum;;;37;;;Feces;anaerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=71
Treponema;Treponema maltophilum;;Treponema maltophilum;yes;ATCC 51939;37;Int. J. Syst. Bacteriol., 1996, 46, 745.;;Subgingival plaque;anaerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=155
Treponema;Treponema refringens;;Treponema refringens;;;37;;;Genital lesion;anaerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=71
Treponema;Treponema agilis;;Treponema agilis;yes;ATCC 700763;37;Int. J. Syst. Bacteriol., 1996, 46, 745-752.Submitted;;Canine dental plaque;anaerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=155
Trichococcus;Trichococcus palustris;;Trichococcus palustris;yes;DSM 9172;30;Microbiology, 1995, 64, 574|Int. J. Syst. Bacteriol., 1997, 47, 242|Int. J. Syst. Evol. Microbiol., 2002, 52, 1113-1126|Int. J. Syst. Evol. Microbiol., 2002, 52, 1439-1440.;;Swamp;anaerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=118-b
Trichococcus;Trichococcus patagoniensis;;Trichococcus patagoniensis;yes;ATCC BAA-756;30;Int. J. Syst. Evol. Microbiol., 2006, 56, 2055-2062|Int. J. Syst. Evol. Microbiol., 2006, 56, 2725-2726.;;Guano of magellanic penguin;anaerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=494
Truepera;Truepera radiovictrix;;Truepera radiovictrix;;;45;FEMS Microbiol. Lett., 2005, 55, 247, 161-169|Int. J. Syst. Evol. Microbiol., 2005, 55, 1743-1745.;;Water sample from a hot spring;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=572
Truepera;Truepera radiovictrix;LMG 22925;Truepera radiovictrix LMG 22925;yes;LMG 22925;45;FEMS Microbiol. Lett., 2005, 55, 247, 161-169|Int. J. Syst. Evol. Microbiol., 2005, 55, 1743-1745.;;Water sample from a hot spring;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=572
Trueperella;Trueperella bernardiae;;Trueperella bernardiae;;;37;;;Human, pus;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=6
Trueperella;Trueperella bernardiae;DSM 9152;Trueperella bernardiae DSM 9152;yes;CCUG 33419|DSM 9152|LMG 18721;37;Int. J. Syst. Bacteriol., 1995, 45, 57|Int. J. Syst. Bacteriol., 1995, 45, 420|Int. J. Syst. Bacteriol., 1997, 47, 51|Int. J. Syst. Evol. Microbiol., 2006, 56, 861-866|Int. J. Syst. Evol. Microbiol., 2011, 61, 1265-1274|Int. J. Syst. Evol. Microbiol., 2011, 61, 2027-2028.;;Human, blood;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=6
Trueperella;Trueperella bialowiezense;;Trueperella bialowiezense;yes;DSM 17162|NCTC 13354;37;Int. J. Syst. Evol. Microbiol., 2006, 56, 861-866|Int. J. Syst. Evol. Microbiol., 2006, 56, 1461-1462|Int. J. Syst. Evol. Microbiol., 2011, 61, 1265-1274|Int. J. Syst. Evol. Microbiol., 2011, 61, 2027-2028.;;European bison, prepuce;microaerophilic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=45
Trueperella;Trueperella bonasi;;Trueperella bonasi;yes;DSM 17163|NCTC 13355;37;Int. J. Syst. Evol. Microbiol., 2006, 56, 861-866|Int. J. Syst. Evol. Microbiol., 2006, 56, 1461-1462|Int. J. Syst. Evol. Microbiol., 2011, 61, 1265-1274|Int. J. Syst. Evol. Microbiol., 2011, 61, 2027-2028.;;European bison, prepuce;microaerophilic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=45
Trueperella;Trueperella abortisuis;;Trueperella abortisuis;yes;ATCC BAA-1522|DSM 19515|JCM 14813;37;Int. J. Syst. Evol. Microbiol., 2009, 59, 1469-1473|Int. J. Syst. Evol. Microbiol., 2011, 61, 1265-1274|Int. J. Syst. Evol. Microbiol., 2011, 61, 2027-2028.;;Sow, placenta following an abortion;anaerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=20
Tsukamurella;Tsukamurella inchonensis;;Tsukamurella inchonensis;yes;DSM 44067;37;Int. J. Syst. Bacteriol., 1995, 45, 522.;;Human, blood;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=29
Tsukamurella;Tsukamurella paurometabola;;Tsukamurella paurometabola;yes;ATCC 8368|DSM 20162|IMET 11082|JCM 10117|CCUG 35730;30;Int. J. Syst. Bacteriol., 1980, 30, 225|Int. J. Syst. Bacteriol., 1988, 38, 385|Int. J. Syst. Bacteriol., 1995, 45, 522|Int. J. Syst. Bacteriol., 1998, 48, 1074|Int. J. Syst. Bacteriol., 1998, 48, 1087|J. Bacteriol., 1941, 42, 757.;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Tsukamurella;Tsukamurella pulmonis;;Tsukamurella pulmonis;yes;DSM 44142;30;Int. J. Syst. Bacteriol., 1996, 46, 429|Int. J. Syst. Bacteriol., 1996, 46, 838|Front Microbiol., 2016, 7, 1137|Int. J. Syst. Evol. Microbiol., 2017, 67, 7-8.;;Human, sputum;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=29
Tsukamurella;Tsukamurella soli;;Tsukamurella soli;yes;KACC 20764|DSM 45046;30;Int. J. Syst. Evol. Microbiol., 2010, 60, 1667-1671|Int. J. Syst. Evol. Microbiol., 2010, 60, 2261-2262.;;Soil sample;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=566
Tsukamurella;Tsukamurella spumae;;Tsukamurella spumae;yes;DSM 44113|NCIMB 13947;30;System. Appl. Microbiol., 2003, 26, 367-375|Int. J. Syst. Evol. Microbiol., 2003, 53, 1701-1705.;;Foam on the surface of aeration tanks, activated-sludge;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=57
Tsukamurella;Tsukamurella strandjordii;;Tsukamurella strandjordii;yes;ATCC BAA-173|JCM 11487|DSM 44573|IFM 10184;30;J. Clin. Microbiol., 2001, 39, 1467-1476|Int. J. Syst. Evol. Microbiol., 2002, 52, 1075-1076.;;Human, blood;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Tsukamurella;Tsukamurella tyrosinosolvens;;Tsukamurella tyrosinosolvens;yes;JCM 10112|DSM 44234;30;Int. J. Syst. Bacteriol., 1997, 47, 607-614|Int. J. Syst. Bacteriol., 1997, 47, 1275-1276|Front microbiol., 2016, 7, 1137|Int. J. Syst. Evol. Microbiol., 2017, 67, 7-8.;;Human, blood;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Ulvibacter;Ulvibacter litoralis;;Ulvibacter litoralis;yes;CCUG 47093|KMM 3912|KCTC 12104;22;Int. J. Syst. Evol. Microbiol., 2004, 54, 119-123|Int. J. Syst. Evol. Microbiol., 2004, 54, 633-634.;;Green alga, Ulva fenestrata;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=13
Undibacterium;Undibacterium danionis;;Undibacterium danionis;yes;DSM 102221|CCM 8677;25;Int. J. Syst. Evol. Microbiol., 2016, 66, 3625-3631|Int. J. Syst. Evol. Microbiol., 2016, 66, 4921-4923.;;Zebrafish, Danio revio;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=566
Undibacterium;Undibacterium parvum;;Undibacterium parvum;;CCUG 49012|DSM 23061;22;Int. J. Syst. Evol. Microbiol., 2007, 57, 1510-1515|Int. J. Syst. Evol. Microbiol., 2007, 57, 2189-2190|Int. J. Syst. Evol. Microbiol., 2011, 61, 384-391|Int. J. Syst. Evol. Microbiol., 2011, 61, 1014-1015.;;Water, biofilm, drinking water;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=566
Undibacterium;Undibacterium pigrum;;Undibacterium pigrum;yes;CCUG 49009|DSM 19792;25;Int. J. Syst. Evol. Microbiol., 2007, 57, 1510-1515|Int. J. Syst. Evol. Microbiol., 2007, 57, 2189-2190|Int. J. Syst. Evol. Microbiol., 2011, 61, 384-391|Int. J. Syst. Evol. Microbiol., 2011, 61, 1014-1015.;;Water, biofilm, drinking water;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=566
Unnamed;Unnamed bacterium;;Unnamed bacterium;;;37;;;Human, cat bite;aerobic;
Ureaplasma;Ureaplasma canigenitalium;;Ureaplasma canigenitalium;yes;ATCC 51252;37;Int. J. Syst. Bacteriol., 1993, 43, 640|Jpn. J. Vet. Sci., 1979, 41, 639.;;Dog;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=80
Ureaplasma;Ureaplasma urealyticum;;Ureaplasma urealyticum;yes;ATCC 27618|NCTC 10177|CCUG 38149|CCUG 50782;37;Int. J. Syst. Bacteriol., 1974, 24, 168|Int. J. Syst. Bacteriol., 1980, 30, 416|Int. J. Syst. Bacteriol., 1987, 37, 451|Int. J. Syst. Bacteriol., 1995, 45, 104|Int. J. Syst. Evol. Microbiol., 2002, 52, 587-597|Int. J. Syst. Evol. Microbiol., 2002, 52, 691-692.;;Nongonococcal urethritis;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=80
Ureibacillus;Ureibacillus suwonensis;;Ureibacillus suwonensis;yes;DSM 16752|KACC 11287;37;Int. J. Syst. Evol. Microbiol., 2006, 56, 663-666|Int. J. Syst. Evol. Microbiol., 2006, 56, 1181-1182.;;Cotton composts;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Ureibacillus;Ureibacillus terrenus;;Ureibacillus terrenus;yes;DSM 12654|LMG 19470;55;Int. J. Syst. Evol. Microbiol., 2001, 51, 447-455|Int. J. Syst. Evol. Microbiol., 2001, 51, 795-796.;;Soil;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Ureibacillus;Ureibacillus thermosphaericus;;Ureibacillus thermosphaericus;yes;DSM 10633|KCTC 13004;37;System. Appl. Microbiol., 1995, 18, 203|Int. J. Syst. Bacteriol., 1996, 46, 362|Int. J. Syst. Evol. Microbiol., 2001, 51, 447-455|Int. J. Syst. Evol. Microbiol., 2001, 51, 795-796.;;Landfill air;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Vagococcus;Vagococcus carniphilus;;Vagococcus carniphilus;yes;CCUG 46823|CDC SS1714|ATCC BAA-640|CCM 8414;37;Int. J. Syst. Evol. Microbiol., 2004, 54, 1505-1510|Int. J. Syst. Evol. Microbiol., 2005, 55, 3-5.;;Food, ground beef;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=6
Vagococcus;Vagococcus elongatus;;Vagococcus elongatus;yes;CCUG 51432|NRRL B-41357|CCM 8415;37;Int. J. Syst. Evol. Microbiol., 2007, 57, 751-754|Int. J. Syst. Evol. Microbiol., 2007, 57, 1374-1375.;;Stored swine manure;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=6
Vagococcus;Vagococcus fessus;;Vagococcus fessus;yes;CCUG 41755|CCM 8413;37;Int. J. Syst. Evol. Microbiol., 2000, 50, 1151-1154|Int. J. Syst. Evol. Microbiol., 2000, 50, 1419-1420.;;Seal liver and kidney;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=6
Vagococcus;Vagococcus fluvialis;;Vagococcus fluvialis;;;37;;;Cow milk, bovine mastitis;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=29
Vagococcus;Vagococcus fluvialis;DSM 18578;Vagococcus fluvialis DSM 18578;;DSM 18578;37;;;Chicken, feces;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=29
Vagococcus;Vagococcus fluvialis;DSM 5731;Vagococcus fluvialis DSM 5731;yes;DSM 5731|ATCC 49515|LMG 9464|NCDO 2497;37;Int. J. Syst. Bacteriol., 1990, 40, 212|Int. J. Syst. Bacteriol., 1994, 44, 365|J. Appl. Microbiol., 1989, 67, 453.;;Chicken, feces;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=29
Vagococcus;Vagococcus lutrae;;Vagococcus lutrae;yes;CCUG 39187;37;Int. J. Syst. Bacteriol., 1999, 49, 1251|Int. J. Syst. Bacteriol., 1999, 49, 1328.;;Otter, blood;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=6
Vagococcus;Vagococcus penaei;;Vagococcus penaei;yes;LMG 24833|CCM 8416;30;Int. J. Syst. Evol. Microbiol., 2010, 60, 2159-2164.;;Shelled shrimp cook;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=29
Vagococcus;Vagococcus salmoninarum;;Vagococcus salmoninarum;yes;ATCC 51200|DSM 6633|NCFB 2777|NCIMB 13133|CCM 4305;30;Int. J. Syst. Bacteriol., 1990, 40, 224.;;Rainbow brood trout diseased in hatchery;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=6
