# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	685	1347	-	RRC94813.1			hypothetical protein			EII11_07955	663	220	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	1316	6937	-							EII11_07960	5622		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	1316	6937	-	RRC94814.1			type IV secretion protein Rhs			EII11_07960	5622	1873	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	7161	8414	-							EII11_07965	1254		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	7161	8414	-	RRC94815.1			anaerobic glycerol-3-phosphate dehydrogenase subunit C			EII11_07965	1254	417	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	8411	9661	-					glpB		EII11_07970	1251		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	8411	9661	-	RRC94816.1			glycerol-3-phosphate dehydrogenase subunit GlpB	glpB		EII11_07970	1251	416	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	9658	11244	-					glpA		EII11_07975	1587		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	9658	11244	-	RRC94817.1			anaerobic glycerol-3-phosphate dehydrogenase subunit A	glpA		EII11_07975	1587	528	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	11512	13539	+							EII11_07980	2028		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	11512	13539	+	RRC94818.1			M13 family peptidase			EII11_07980	2028	675	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	13572	14369	+							EII11_07985	798		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	13572	14369	+	RRC94819.1			AIM24 family protein			EII11_07985	798	265	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	14531	17086	+					pepN		EII11_07990	2556		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	14531	17086	+	RRC94820.1			aminopeptidase N	pepN		EII11_07990	2556	851	
gene	pseudogene	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	17229	18956	+							EII11_07995	1728		pseudo
CDS	without_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	17229	18956	+				DUF3372 domain-containing protein			EII11_07995	1728		pseudo
gene	pseudogene	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	20100	23021	+					pulA		EII11_08000	2922		pseudo
CDS	without_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	20100	23021	+				pullulanase-type alpha-1,6-glucosidase	pulA		EII11_08000	2922		pseudo
gene	pseudogene	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	23070	23672	+							EII11_08005	603		pseudo
CDS	without_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	23070	23672	+				hypothetical protein			EII11_08005	603		pseudo
gene	pseudogene	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	25007	25387	-							EII11_08010	381		pseudo
CDS	without_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	25007	25387	-				hypothetical protein			EII11_08010	381		pseudo
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	25835	26068	+							EII11_08015	234		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	25835	26068	+	RRC94821.1			PTS sugar transporter			EII11_08015	234	77	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	26065	26529	+							EII11_08020	465		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	26065	26529	+	RRC94822.1			PTS glucose transporter subunit IIA			EII11_08020	465	154	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	28024	28344	-							EII11_08025	321		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	28024	28344	-	RRC94823.1			hypothetical protein			EII11_08025	321	106	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	28827	29462	-							EII11_08030	636		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	28827	29462	-	RRC94824.1			hypothetical protein			EII11_08030	636	211	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	29823	31961	-					malQ		EII11_08035	2139		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	29823	31961	-	RRC94825.1			4-alpha-glucanotransferase	malQ		EII11_08035	2139	712	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	32006	32293	-							EII11_08040	288		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	32006	32293	-	RRC94826.1			PTS sugar transporter subunit IIBC			EII11_08040	288	95	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	32407	33360	+							EII11_08045	954		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	32407	33360	+	RRC94827.1			acyl-CoA thioesterase II			EII11_08045	954	317	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	33392	33979	-							EII11_08050	588		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	33392	33979	-	RRC94906.1			electron transporter			EII11_08050	588	195	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	34365	36047	-					ettA		EII11_08055	1683		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	34365	36047	-	RRC94828.1			energy-dependent translational throttle protein EttA	ettA		EII11_08055	1683	560	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	36389	37276	+							EII11_08060	888		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	36389	37276	+	RRC94829.1			biotin--[acetyl-CoA-carboxylase] ligase			EII11_08060	888	295	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	37315	39126	+							EII11_08065	1812		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	37315	39126	+	RRC94907.1			ATP-grasp domain-containing protein			EII11_08065	1812	603	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	39123	40688	+							EII11_08070	1566		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	39123	40688	+	RRC94830.1			acyl-CoA carboxylase subunit beta			EII11_08070	1566	521	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	40736	49987	+							EII11_08075	9252		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	40736	49987	+	RRC94831.1			DUF1729 domain-containing protein			EII11_08075	9252	3083	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	50255	50731	+							EII11_08080	477		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	50255	50731	+	RRC94908.1			holo-ACP synthase			EII11_08080	477	158	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	50810	51496	-							EII11_08085	687		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	50810	51496	-	RRC94832.1			single-stranded DNA-binding protein			EII11_08085	687	228	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	51713	52342	-							EII11_08090	630		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	51713	52342	-	RRC94909.1			oligoribonuclease			EII11_08090	630	209	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	52557	53846	+					ilvA		EII11_08095	1290		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	52557	53846	+	RRC94833.1			threonine dehydratase	ilvA		EII11_08095	1290	429	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	53863	54303	-							EII11_08100	441		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	53863	54303	-	RRC94834.1			winged helix family transcriptional regulator			EII11_08100	441	146	
gene	tRNA	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	54703	54778	+							EII11_08105	76		
tRNA		GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	54703	54778	+				tRNA-Arg			EII11_08105	76		anticodon=TCT
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	54950	55534	+							EII11_08110	585		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	54950	55534	+	RRC94835.1			hypothetical protein			EII11_08110	585	194	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	55494	56081	+							EII11_08115	588		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	55494	56081	+	RRC94836.1			hypothetical protein			EII11_08115	588	195	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	56280	57023	+							EII11_08120	744		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	56280	57023	+	RRC94910.1			sulfite exporter TauE/SafE family protein			EII11_08120	744	247	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	57219	58214	-							EII11_08125	996		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	57219	58214	-	RRC94837.1			BMP family ABC transporter substrate-binding protein			EII11_08125	996	331	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	58305	59327	-							EII11_08130	1023		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	58305	59327	-	RRC94838.1			ABC transporter permease			EII11_08130	1023	340	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	59324	60859	-							EII11_08135	1536		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	59324	60859	-	RRC94839.1			sugar ABC transporter ATP-binding protein			EII11_08135	1536	511	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	60900	61928	-							EII11_08140	1029		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	60900	61928	-	RRC94911.1			dehydrogenase			EII11_08140	1029	342	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	62551	64020	+							EII11_08145	1470		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	62551	64020	+	RRC94840.1			flotillin family protein			EII11_08145	1470	489	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	64183	64353	-					rpmF		EII11_08150	171		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	64183	64353	-	RRC94841.1			50S ribosomal protein L32	rpmF		EII11_08150	171	56	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	64667	65323	+							EII11_08155	657		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	64667	65323	+	RRC94842.1			YigZ family protein			EII11_08155	657	218	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	65555	66487	+					cysK		EII11_08160	933		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	65555	66487	+	RRC94843.1			cysteine synthase A	cysK		EII11_08160	933	310	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	66606	67352	+					cysE		EII11_08165	747		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	66606	67352	+	RRC94844.1			serine O-acetyltransferase	cysE		EII11_08165	747	248	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	67471	67965	+							EII11_08170	495		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	67471	67965	+	RRC94845.1			GNAT family N-acetyltransferase			EII11_08170	495	164	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	68024	68998	-							EII11_08175	975		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	68024	68998	-	RRC94846.1			Fpg/Nei family DNA glycosylase			EII11_08175	975	324	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	69127	72003	-							EII11_08180	2877		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	69127	72003	-	RRC94912.1			leucine--tRNA ligase			EII11_08180	2877	958	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	72269	72721	+							EII11_08185	453		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	72269	72721	+	RRC94847.1			HIT family protein			EII11_08185	453	150	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	72797	73492	-							EII11_08190	696		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	72797	73492	-	RRC94848.1			metal-dependent transcriptional regulator			EII11_08190	696	231	
gene	tRNA	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	73640	73715	+							EII11_08195	76		
tRNA		GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	73640	73715	+				tRNA-Lys			EII11_08195	76		anticodon=CTT
gene	tRNA	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	73758	73830	+							EII11_08200	73		
tRNA		GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	73758	73830	+				tRNA-Lys			EII11_08200	73		anticodon=CTT
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	74077	75009	-							EII11_08205	933		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	74077	75009	-	RRC94849.1			hypothetical protein			EII11_08205	933	310	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	75014	75331	-							EII11_08210	318		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	75014	75331	-	RRC94850.1			multidrug efflux SMR transporter			EII11_08210	318	105	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	75458	75934	-							EII11_08215	477		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	75458	75934	-	RRC94851.1			peroxiredoxin			EII11_08215	477	158	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	76018	77163	+							EII11_08220	1146		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	76018	77163	+	RRC94852.1			AI-2E family transporter			EII11_08220	1146	381	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	77209	77886	+							EII11_08225	678		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	77209	77886	+	RRC94853.1			metal-dependent transcriptional regulator			EII11_08225	678	225	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	78108	78602	+					nrdI		EII11_08230	495		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	78108	78602	+	RRC94854.1			class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI	nrdI		EII11_08230	495	164	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	78599	80740	+					nrdE		EII11_08235	2142		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	78599	80740	+	RRC94855.1			class 1b ribonucleoside-diphosphate reductase subunit alpha	nrdE		EII11_08235	2142	713	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	80788	81813	+					nrdF		EII11_08240	1026		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	80788	81813	+	RRC94856.1			class 1b ribonucleoside-diphosphate reductase subunit beta	nrdF		EII11_08240	1026	341	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	81952	82521	+							EII11_08245	570		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	81952	82521	+	RRC94857.1			NAD(P)H-dependent oxidoreductase			EII11_08245	570	189	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	82598	83494	-							EII11_08250	897		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	82598	83494	-	RRC94913.1			hypothetical protein			EII11_08250	897	298	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	83505	84509	-							EII11_08255	1005		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	83505	84509	-	RRC94858.1			SPFH domain-containing protein			EII11_08255	1005	334	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	84593	85342	+							EII11_08260	750		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	84593	85342	+	RRC94859.1			NUDIX hydrolase			EII11_08260	750	249	
gene	tRNA	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	85464	85545	-							EII11_08265	82		
tRNA		GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	85464	85545	-				tRNA-Leu			EII11_08265	82		anticodon=TAG
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	85634	86422	-							EII11_08270	789		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	85634	86422	-	RRC94860.1			formate/nitrite transporter family protein			EII11_08270	789	262	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	86522	87610	-					mnmA		EII11_08275	1089		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	86522	87610	-	RRC94861.1			tRNA 2-thiouridine(34) synthase MnmA	mnmA		EII11_08275	1089	362	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000009.1	87607	88824	-							EII11_08280	1218		
